folder,techno_modifiee,gwp_constr,f_H2_STORAGE,f_METHANOL_STORAGE,f_TRAIN_PUB,f_TRAMWAY_TROLLEY,f_BUS_COACH_HYDIESEL,f_BUS_COACH_DIESEL,f_BUS_COACH_FC_HYBRIDH2,f_BUS_COACH_CNG_STOICH
298_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1844999999999994,,629.03513,17.978354,8.481721,6.132207,0.819771,0.551518,0.781653
299_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1850999999999994,,629.037978,18.286321,8.887988,7.271325,0.810942,0.885918,0.796441
300_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1856999999999994,,629.235869,17.593478,8.575675,8.296908,1.089149,1.319923,0.838755
301_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1862999999999994,,629.027263,16.538965,8.992289,7.437371,1.337775,2.119497,1.032572
302_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1868999999999994,,629.047011,17.144278,8.206794,6.15871,0.679972,0.51155,0.768389
303_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1874999999999994,,629.029678,17.661325,8.221158,6.43809,0.989412,1.475502,0.844725
304_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1880999999999993,,629.1106,18.313098,8.463552,6.191777,1.367669,1.333508,1.167093
305_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1886999999999993,,628.962509,22.981851,9.038911,8.15464,0.704326,2.25513,0.727366
306_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1892999999999993,,629.025619,17.072777,8.576354,6.454491,0.990448,0.600892,0.948906
307_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1898999999999993,,629.043901,16.640806,8.595725,6.195716,1.463038,0.539906,0.972927
308_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1904999999999993,,629.037781,18.264159,8.579082,6.860188,1.10201,1.792091,0.929086
309_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1910999999999993,,628.985196,17.030754,9.585015,6.35991,0.713608,0.620731,1.056118
310_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1916999999999993,,628.99904,17.86009,8.605777,6.30609,0.816876,0.474576,0.828721
311_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1922999999999993,,628.998043,16.548684,10.290425,6.254837,2.797365,1.666056,0.848959
312_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1928999999999993,,629.038391,17.812581,8.212654,6.180099,1.045111,0.51155,1.054073
313_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1934999999999992,,629.037459,18.095297,8.899965,6.174684,2.066166,0.72114,1.006053
314_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1940999999999992,,629.034235,16.538246,8.25704,6.324164,2.065216,3.499787,0.937587
315_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1946999999999992,,629.04912,17.40752,8.667665,6.213936,1.187742,0.711313,1.013464
316_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1952999999999992,,629.01631,17.238886,9.650396,6.577242,0.818571,0.64219,0.985339
317_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1958999999999992,,629.20941,17.481202,8.687889,6.241933,2.001712,1.079951,1.05898
318_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1964999999999992,,629.018101,16.552849,8.264475,6.151367,1.780654,1.305459,1.070098
319_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1970999999999992,,628.999598,16.574994,8.405512,6.13742,1.367936,1.222592,1.167652
320_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1976999999999992,,629.017572,18.002215,9.25629,6.293537,2.84211,0.610226,0.764264
321_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1982999999999992,,628.98668,17.513051,8.606155,6.22479,0.847626,0.99873,1.034685
322_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1988999999999992,,629.001002,18.201202,8.488352,6.154756,0.743948,0.598654,0.791304
323_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.1994999999999991,,629.029093,18.243812,8.448363,6.393719,1.146003,0.695312,0.918668
324_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2000999999999991,,629.023999,16.535722,8.312471,7.581369,0.869359,1.206843,0.667036
325_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2006999999999991,,629.037959,18.148206,8.425666,7.284554,1.965336,0.498983,1.116451
326_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2012999999999991,,629.020279,17.041212,8.501973,6.255862,1.236808,1.004308,0.978014
327_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2018999999999991,,628.965688,16.569866,8.779834,6.153804,1.837575,1.980696,0.772168
328_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2024999999999991,,629.028495,18.9889,8.532202,6.160744,1.153808,0.809743,0.839998
329_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2030999999999991,,628.957178,16.715392,8.875831,6.245856,1.102077,0.551435,1.000652
330_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2036999999999991,,628.960344,16.537309,8.411252,6.179838,0.920969,0.606748,0.902953
331_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2042999999999991,,629.048875,17.442205,8.572127,6.295592,1.849971,0.471328,1.030024
332_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.204899999999999,,629.00005,18.641898,8.710823,6.137035,1.010074,0.543318,0.926651
333_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.205499999999999,,628.959592,18.160805,8.490252,6.257408,1.311252,1.186446,0.855805
334_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.206099999999999,,629.022342,20.548042,8.926042,6.147973,2.062703,0.662852,1.047004
335_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.206699999999999,,629.021228,17.196079,8.804522,6.139249,1.454974,1.257824,1.114334
336_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.207299999999999,,628.963329,16.563584,8.164488,6.134613,0.808786,0.773751,0.775885
337_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.207899999999999,,629.003481,16.571506,9.10201,6.626224,1.572686,0.797567,0.946137
338_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.208499999999999,,629.016494,19.940091,8.555098,6.805846,2.771416,2.525851,1.166015
339_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.209099999999999,,629.03244,18.281319,8.45709,6.170158,2.366677,3.404565,0.82433
340_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.209699999999999,,628.995878,16.943106,8.319939,6.20417,0.962244,0.62366,1.004021
341_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.210299999999999,,629.026802,16.532228,8.291648,6.188492,1.957772,1.030835,0.937484
342_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2108999999999989,,628.954803,16.581632,8.872682,6.383139,1.425996,1.636965,0.889326
343_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2114999999999989,,629.023283,17.256235,8.520894,6.607397,0.989647,0.665477,0.960824
344_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2120999999999989,,628.944635,16.993257,8.314217,6.785334,0.952585,0.539398,1.192539
345_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2126999999999989,,629.007155,17.547158,8.790585,6.246113,1.161046,0.87176,1.138852
346_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2132999999999989,,629.020864,17.953147,8.744052,6.169598,1.193622,0.670648,1.007478
347_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2138999999999989,,628.959692,18.005521,9.090978,6.175208,2.287817,1.248949,0.60538
348_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2144999999999989,,628.945253,17.44226,8.384778,6.274201,0.750182,0.712165,0.875546
349_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2150999999999989,,628.805837,21.215441,8.639424,6.663255,1.639139,0.717432,0.967897
350_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2156999999999989,,628.962273,17.99826,8.661684,7.000022,1.076476,0.558688,0.804202
351_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2162999999999988,,629.014837,19.964111,9.160544,6.168214,0.582898,0.641408,0.795328
352_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2168999999999988,,628.949314,18.04631,8.708891,6.139186,0.951571,0.957112,0.857421
353_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2174999999999988,,629.010073,16.575099,8.334985,6.52188,1.321507,0.99137,1.235372
354_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2180999999999988,,628.954801,17.502215,8.246338,6.201506,0.754614,0.553609,0.764114
355_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2186999999999988,,628.957533,18.536955,9.947397,6.658883,1.903877,2.230575,0.945508
356_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2192999999999988,,629.02801,16.577803,8.457981,6.218945,1.6506,1.17971,1.023454
357_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2198999999999988,,628.93957,19.325385,8.271284,6.173676,0.931358,0.635049,0.96696
358_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2204999999999988,,628.948987,18.380959,8.510434,6.140625,1.201722,0.950276,1.003977
359_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2210999999999988,,628.812339,18.10088,9.602851,7.150396,0.97826,0.515614,0.783417
360_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2216999999999988,,628.941209,16.657235,8.72195,6.376553,1.264745,1.169374,0.797045
361_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2222999999999987,,629.005275,19.659121,8.760731,6.321122,0.938927,2.253064,0.933205
362_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2228999999999987,,629.019805,17.297468,8.31906,6.179977,0.96857,0.708008,0.687091
363_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2234999999999987,,628.951439,16.963213,9.186823,6.134745,1.873184,0.937067,0.603965
364_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2240999999999987,,629.011222,16.538138,8.520839,6.211023,0.829053,0.813888,1.01252
365_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2246999999999987,,629.020956,16.837398,9.231451,7.632914,1.078498,0.838651,0.936091
366_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2252999999999987,,628.938082,17.381082,8.786173,6.15498,0.894127,1.13259,0.690227
367_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2258999999999987,,629.017709,16.553723,10.362785,7.105789,2.748727,2.673435,0.879916
368_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2264999999999987,,628.972035,17.048032,8.459517,6.184098,1.1165,0.829407,1.095693
369_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2270999999999987,,628.957372,17.109923,9.139116,6.219366,0.853181,0.644321,0.944147
370_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2276999999999986,,628.981011,17.237584,8.205094,6.304647,1.301336,0.638888,0.92995
371_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2282999999999986,,628.941426,17.331461,8.543643,6.273154,1.050676,0.826889,0.941043
372_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2288999999999986,,628.966026,17.587362,9.515307,6.163372,0.910561,0.553516,0.824079
373_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2294999999999986,,628.930886,16.59164,8.500805,6.193997,1.201617,0.901981,1.083889
374_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2300999999999986,,628.933748,19.640508,10.26075,6.210331,2.031533,0.540102,0.798541
375_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2306999999999986,,628.953467,19.039638,8.710593,7.210296,1.493275,2.026168,0.725542
376_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2312999999999986,,628.94316,16.566902,8.372486,6.152413,0.864304,0.685046,0.956043
377_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2318999999999986,,628.6185,17.129862,8.842581,6.147746,1.303448,0.931004,1.133205
378_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2324999999999986,,628.991743,17.573787,8.506032,6.18891,0.94192,1.001921,0.920765
379_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2330999999999985,,629.003033,19.286299,8.84706,6.237751,1.145546,0.660555,0.956709
380_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2336999999999985,,628.895121,18.501353,9.009071,6.137443,1.097645,0.884501,0.917665
381_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2342999999999985,,629.01761,17.574026,8.883541,6.199689,0.966129,0.658133,0.86644
382_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2348999999999985,,628.879647,18.097899,8.65389,6.176161,0.911329,0.771938,0.943107
383_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2354999999999985,,628.253649,17.522038,8.695302,6.628459,1.305943,0.857114,1.036639
384_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2360999999999985,,627.856036,17.498248,8.303605,6.183539,1.247705,0.690215,1.110843
385_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2366999999999985,,627.636951,18.858969,10.346672,6.392102,1.178986,1.162176,0.816217
386_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2372999999999985,,627.567121,17.574825,8.411513,6.442852,0.834012,0.677412,0.850619
387_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2378999999999985,,627.720587,16.763128,8.570306,6.609634,2.298004,1.155247,0.865873
388_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2384999999999985,,628.077498,18.325973,8.349258,6.182119,1.167957,0.661793,1.081185
389_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2390999999999984,,627.522544,17.598845,8.531905,6.566392,1.001123,0.753634,0.877669
390_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2396999999999984,,627.551655,17.222171,8.429615,7.510965,0.821222,0.612058,0.999331
391_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2402999999999984,,628.248952,18.170433,8.989486,6.642251,1.046283,0.775387,0.95505
392_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2408999999999984,,627.714187,17.442481,8.50241,7.148283,2.215597,1.132949,0.944722
393_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2414999999999984,,627.742661,18.26427,8.424491,6.726791,1.543422,0.915964,0.962376
394_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2420999999999984,,628.211041,18.43454,9.731237,6.240787,2.32336,7.025671,0.880738
395_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2426999999999984,,627.63614,17.08593,8.403535,6.192902,1.166206,0.679575,1.17527
396_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2432999999999984,,627.505292,17.367041,9.135148,6.169155,1.270498,1.000758,0.965032
397_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2438999999999984,,627.535002,17.288591,10.145363,7.715899,1.354253,1.835126,0.836665
398_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2444999999999983,,627.616655,18.143108,8.713426,6.658224,1.182534,0.946411,0.869312
399_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2450999999999983,,627.611468,22.887792,8.913662,6.191991,5.00415,1.934246,0.85325
400_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2456999999999983,,627.507713,18.442809,8.434142,6.13569,1.224485,0.866463,1.059454
401_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2462999999999983,,627.6652,17.015062,9.189243,6.158226,2.149999,0.524743,0.765517
402_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2468999999999983,,627.777203,17.456057,8.212911,6.183492,1.839782,0.343506,1.111217
403_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2474999999999983,,627.554556,16.546714,8.795678,6.535185,0.908059,0.738451,0.881021
404_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2480999999999983,,627.499406,18.863983,8.190577,7.382336,1.684953,2.21009,0.632667
405_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2486999999999983,,627.559977,16.564253,8.455105,6.134937,0.986111,0.349738,1.074309
406_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2492999999999983,,627.490879,16.604853,8.947389,6.647047,1.65243,1.0165,0.953322
407_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2498999999999983,,627.726805,20.668872,10.604735,6.138771,2.729393,3.44934,0.763766
408_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2504999999999983,,627.65076,16.973632,8.430646,6.33436,1.447601,0.825345,1.085357
409_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2510999999999982,,627.595651,16.871315,8.697622,6.246607,1.262824,0.925477,1.19548
410_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2516999999999982,,627.607174,18.793142,8.70403,6.211409,1.248582,0.747547,0.969791
411_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2522999999999982,,628.000453,16.900675,8.336853,6.477011,1.023555,0.88655,0.871089
412_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2528999999999982,,627.576721,18.556859,8.478446,6.192231,1.611468,1.172101,1.101263
413_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2534999999999982,,627.483302,18.24507,8.432053,6.365165,2.378042,1.196898,0.915172
414_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2540999999999982,,627.482212,18.030543,8.749746,6.512216,0.882561,2.588109,0.67136
415_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2546999999999982,,627.475773,18.301194,8.781291,6.407873,1.770998,1.559615,0.9083
416_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2552999999999982,,627.564657,19.637516,8.380329,6.188691,0.949042,1.035761,0.652103
417_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2558999999999982,,627.576347,18.150292,10.015012,7.68702,2.09676,0.462167,0.739848
418_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2564999999999982,,627.476775,18.30161,9.934011,6.399055,1.131095,1.131702,0.968609
419_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2570999999999981,,627.478992,16.53547,8.594783,6.435787,1.00199,0.91147,1.058518
420_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2576999999999981,,627.660999,19.105935,8.288076,6.364741,1.754748,0.55854,0.743362
421_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2582999999999981,,627.497642,17.096375,8.845312,6.204347,5.289136,1.044075,0.950569
422_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2588999999999981,,627.563735,17.54001,8.418892,6.85698,0.919432,0.655753,0.894309
423_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2594999999999981,,627.482085,18.597288,10.095742,6.291395,1.29931,1.515968,0.950999
424_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2600999999999981,,627.55102,16.866675,8.36858,6.615234,1.100666,0.788237,0.996153
425_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2606999999999981,,627.511295,20.611001,8.700803,6.251039,0.568589,0.346182,0.88751
426_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2612999999999981,,627.486406,17.331537,8.402533,6.176264,0.957896,1.020508,0.944442
427_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2618999999999981,,627.467266,16.539648,8.489678,6.272187,1.448827,1.070536,1.141508
428_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.262499999999998,,627.527466,18.76081,8.150242,7.093425,1.208943,0.792198,0.756809
429_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.263099999999998,,627.479513,16.792921,8.781526,6.158417,1.017402,0.647886,0.930809
430_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.263699999999998,,627.482741,17.484824,8.494028,6.170982,0.932181,0.52798,0.954317
431_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.264299999999998,,627.58737,18.796161,8.895255,6.153751,1.070213,0.705623,0.65623
432_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.264899999999998,,627.467725,17.407819,8.380321,6.914466,0.894949,0.659177,0.892971
433_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.265499999999998,,627.505751,16.568251,8.163848,6.204637,3.413848,0.463671,0.962123
434_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.266099999999998,,627.485915,20.184727,8.69266,6.231125,3.054773,1.522173,0.984352
435_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.266699999999998,,627.459483,16.533935,8.820028,6.171191,1.805837,0.993035,1.096542
436_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.267299999999998,,627.464042,16.925987,8.277123,6.192918,1.676776,1.069463,0.895756
437_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.267899999999998,,627.546953,16.553158,8.816958,6.846943,1.22724,1.223549,0.54251
438_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2684999999999979,,627.476458,17.435273,8.292849,6.188101,0.905701,0.81749,1.029294
439_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2690999999999979,,627.488652,18.051606,9.481744,7.131695,1.265414,0.537871,0.815191
440_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2696999999999979,,627.430301,16.93604,8.381769,6.212735,1.506845,1.006237,0.943303
441_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2702999999999979,,627.468845,16.656023,9.256483,8.529376,5.154477,1.398853,0.855501
442_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2708999999999979,,627.413253,17.788757,8.496407,6.134654,1.01515,0.602893,0.924795
443_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2714999999999979,,627.484673,18.738442,8.820697,6.256055,2.106281,0.695218,0.920265
444_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2720999999999979,,627.364022,18.470357,8.310287,6.19861,0.937495,1.65668,0.883279
445_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2726999999999979,,627.499812,19.176613,8.362604,6.227248,2.30726,0.720236,0.980641
446_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2732999999999979,,627.464583,18.481673,8.889074,6.315215,0.708653,0.816258,0.725468
447_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2738999999999978,,627.38707,18.90119,9.860738,7.915829,1.111546,0.82068,0.682533
448_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2744999999999978,,627.440907,18.15116,8.696134,6.464797,1.517887,0.766009,0.946046
449_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2750999999999978,,627.236188,16.577466,9.628823,6.15143,1.052996,0.76698,0.972755
450_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2756999999999978,,627.196363,19.091987,8.794287,6.265879,6.006493,1.282872,0.965282
451_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2762999999999978,,627.446446,16.85838,8.263892,6.200036,1.605314,1.041291,0.562642
452_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2768999999999978,,627.193441,16.568796,8.373858,6.565813,1.654132,0.869591,1.020233
453_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2774999999999978,,627.226303,16.548553,8.961195,6.259189,1.116101,0.589438,0.95723
454_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2780999999999978,,627.195407,17.986869,9.287518,6.135132,0.949426,0.469279,0.885895
455_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2786999999999978,,627.329941,20.097701,8.903866,7.274371,2.137423,3.134309,0.800671
456_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2792999999999978,,627.210927,17.049769,8.654858,6.516883,1.965622,1.140249,1.21254
457_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2798999999999977,,627.250404,23.778504,9.484899,6.501076,2.493079,0.766236,0.790755
458_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2804999999999977,,627.142885,17.47339,8.654068,7.14489,0.778798,0.755016,0.738132
459_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2810999999999977,,626.995933,16.721701,8.728448,6.68643,1.88088,0.793195,0.886234
460_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2816999999999977,,627.015584,17.510639,10.76833,8.753303,2.016129,1.509033,0.828175
461_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2822999999999977,,627.050866,18.209896,8.462852,6.274848,1.535051,0.441741,1.339467
462_CAS_Techno_METHANOL_STORAGE_gwp0,METHANOL_STORAGE,0.2828999999999977,,626.998332,17.335477,8.579731,6.163764,1.920338,2.903463,0.837375
