folder,techno_modifiee,gwp_constr,f_BATT_LI,f_PHS,f_TS_DEC_HP_ELEC,f_TS_HIGH_TEMP,f_TRAIN_PUB,f_TRAMWAY_TROLLEY,f_BUS_COACH_HYDIESEL,f_BUS_COACH_DIESEL,f_BUS_COACH_FC_HYBRIDH2,f_BUS_COACH_CNG_STOICH
0_IS_Techno_BATT_LI_gwp61,BATT_LI,61.3,46.352946,,,,17.533633,9.876134,7.273152,1.259626,2.112769,0.919524
1_IS_Techno_BATT_LI_gwp62,BATT_LI,61.8,46.351266,,,,17.000678,8.997675,6.941034,1.182819,0.92135,0.838019
0_IS_Techno_BATT_LI_gwp62,BATT_LI,62.3,46.351243,,,,17.893214,11.787818,8.870954,3.540093,1.115517,0.960126
2_IS_Techno_BATT_LI_gwp62,BATT_LI,62.3,46.351243,,,,17.893214,11.787818,8.870954,3.540093,1.115517,0.960126
1_IS_Techno_BATT_LI_gwp68,BATT_LI,68.3,45.13881,,,,17.007692,9.478106,7.467372,1.151848,1.541857,0.9402
2_IS_Techno_BATT_LI_gwp74,BATT_LI,74.3,44.387251,,,,16.687491,8.467097,6.913544,1.286061,0.783826,1.045939
3_IS_Techno_BATT_LI_gwp80,BATT_LI,80.3,40.23191,,,,16.670183,9.422655,6.149233,1.061631,0.733216,1.09821
4_IS_Techno_BATT_LI_gwp86,BATT_LI,86.3,39.488047,,,,16.581592,7.984097,6.419852,1.114533,0.761123,1.024402
5_IS_Techno_BATT_LI_gwp92,BATT_LI,92.3,36.151838,,,,17.955008,9.274051,6.35178,1.24686,2.175421,1.146784
6_IS_Techno_BATT_LI_gwp98,BATT_LI,98.3,29.634955,,,,19.798973,9.392867,6.258415,1.182244,0.590896,1.024489
7_IS_Techno_BATT_LI_gwp104,BATT_LI,104.3,28.321084,,,,16.738746,8.9811,6.209325,1.523945,1.388022,1.297596
8_IS_Techno_BATT_LI_gwp110,BATT_LI,110.3,7.397624,,,,17.473978,9.107616,6.597274,1.610926,3.061908,1.180067
9_IS_Techno_BATT_LI_gwp116,BATT_LI,116.3,1.748538,,,,17.139695,8.853787,6.833424,1.112427,0.695245,1.105471
10_IS_Techno_BATT_LI_gwp122,BATT_LI,122.3,0.000355,,,,17.102801,8.446458,6.354447,0.959635,1.913476,1.067134
0_IS_Techno_PHS_gwp8,PHS,8.33,,6.499388,,,17.533633,9.876134,7.273152,1.259626,2.112769,0.919524
1_IS_Techno_PHS_gwp9,PHS,9.13,,6.499892,,,17.33901,11.098477,8.62747,2.339926,3.4483,0.971059
2_IS_Techno_PHS_gwp10,PHS,9.93,,6.499715,,,18.22962,13.425219,6.633156,2.330969,0.969166,1.173177
3_IS_Techno_PHS_gwp11,PHS,10.730000000000002,,6.499833,,,17.95094,9.713393,7.363932,1.303965,1.673929,0.984623
4_IS_Techno_PHS_gwp12,PHS,11.530000000000005,,6.499886,,,18.059067,9.915788,7.130186,1.42975,1.746453,0.99065
5_IS_Techno_PHS_gwp12,PHS,12.330000000000004,,6.499918,,,17.367367,8.724279,6.379054,1.306016,0.805301,1.095393
6_IS_Techno_PHS_gwp13,PHS,13.130000000000004,,6.499815,,,18.524025,10.039479,6.606838,1.420921,0.908851,1.045514
7_IS_Techno_PHS_gwp14,PHS,13.930000000000003,,6.499941,,,17.800937,9.366863,7.563906,1.265951,2.499295,0.874577
8_IS_Techno_PHS_gwp15,PHS,14.730000000000006,,6.499983,,,17.156647,9.243223,7.123829,1.064895,0.449169,1.496752
9_IS_Techno_PHS_gwp16,PHS,15.530000000000006,,6.499837,,,17.126074,9.559211,7.276331,0.898687,0.93813,0.916217
10_IS_Techno_PHS_gwp16,PHS,16.330000000000005,,6.499878,,,17.797218,8.966664,7.379788,1.157325,0.789679,0.883322
11_IS_Techno_PHS_gwp17,PHS,17.130000000000006,,6.499865,,,17.855105,10.545194,16.57779,1.618814,1.065679,0.875024
12_IS_Techno_PHS_gwp18,PHS,17.930000000000007,,6.499956,,,16.80512,11.315167,6.199501,0.844052,0.571112,0.996461
13_IS_Techno_PHS_gwp19,PHS,18.730000000000008,,6.499987,,,18.535596,13.138639,6.303825,0.901293,0.999266,0.883212
14_IS_Techno_PHS_gwp20,PHS,19.53000000000001,,6.499973,,,17.485094,9.824648,9.403619,1.857705,1.123698,1.16196
15_IS_Techno_PHS_gwp20,PHS,20.33000000000001,,6.499949,,,16.600442,8.516616,6.210669,1.118568,0.838653,1.046649
16_IS_Techno_PHS_gwp21,PHS,21.13000000000001,,6.499902,,,16.722662,8.589822,6.378647,0.882694,1.087012,1.053381
17_IS_Techno_PHS_gwp22,PHS,21.93000000000001,,6.499986,,,16.693447,32.37357,6.208024,2.127903,2.893555,1.294649
18_IS_Techno_PHS_gwp23,PHS,22.73000000000001,,6.499956,,,16.53191,11.060787,6.182409,1.719358,1.305439,0.809952
19_IS_Techno_PHS_gwp24,PHS,23.53000000000001,,6.499945,,,17.680146,10.935845,6.206583,1.106545,0.857291,0.943615
20_IS_Techno_PHS_gwp24,PHS,24.330000000000013,,6.499938,,,17.217588,9.382203,6.325547,2.351353,1.050134,1.303054
21_IS_Techno_PHS_gwp25,PHS,25.130000000000013,,6.499939,,,16.797954,9.769718,6.137818,1.149442,0.59806,1.008801
22_IS_Techno_PHS_gwp26,PHS,25.93000000000001,,6.499745,,,16.794701,11.117381,6.181313,1.502117,1.122809,1.18402
23_IS_Techno_PHS_gwp27,PHS,26.73000000000001,,6.499937,,,16.806576,8.909157,6.348788,1.466644,0.751368,1.079145
24_IS_Techno_PHS_gwp28,PHS,27.530000000000012,,6.499924,,,17.168241,9.030631,6.372211,1.329727,0.727079,0.825861
25_IS_Techno_PHS_gwp28,PHS,28.330000000000016,,6.499693,,,18.030923,9.959645,6.183918,0.843056,1.25379,1.224323
26_IS_Techno_PHS_gwp29,PHS,29.130000000000017,,6.499815,,,22.602422,9.973767,6.546194,1.808712,1.721832,0.653398
27_IS_Techno_PHS_gwp30,PHS,29.930000000000017,,6.499886,,,17.312036,8.611033,6.200162,1.075971,0.695618,1.237674
28_IS_Techno_PHS_gwp31,PHS,30.730000000000015,,6.499947,,,16.560887,7.969329,6.170538,1.04393,0.712736,0.97813
29_IS_Techno_PHS_gwp32,PHS,31.53000000000002,,6.49989,,,17.258682,11.249425,9.832822,3.971694,1.495981,3.595089
30_IS_Techno_PHS_gwp32,PHS,32.33000000000002,,6.499844,,,21.412012,9.333819,6.395092,4.412492,2.90357,1.50932
31_IS_Techno_PHS_gwp33,PHS,33.13000000000002,,6.499827,,,17.848934,9.300056,6.756519,1.05556,1.043373,0.838393
32_IS_Techno_PHS_gwp34,PHS,33.930000000000014,,6.499967,,,16.989704,8.883765,7.265467,2.484641,1.31933,1.273382
33_IS_Techno_PHS_gwp35,PHS,34.73000000000001,,6.499972,,,16.82732,8.682467,6.185949,0.816799,0.295714,1.189181
34_IS_Techno_PHS_gwp36,PHS,35.53000000000001,,6.499929,,,16.7602,9.280171,10.81924,5.734592,2.635014,0.981495
35_IS_Techno_PHS_gwp36,PHS,36.330000000000005,,6.49994,,,18.648044,9.033407,6.891832,1.6378,2.263272,1.048228
36_IS_Techno_PHS_gwp37,PHS,37.13,,6.499984,,,16.822167,8.666246,6.232095,0.692845,0.872964,1.163839
37_IS_Techno_PHS_gwp38,PHS,37.93,,6.499698,,,16.839651,9.391374,6.302289,0.70597,1.337934,0.948402
38_IS_Techno_PHS_gwp39,PHS,38.73,,6.499662,,,16.569401,10.867815,6.951352,1.71445,5.605255,2.448465
39_IS_Techno_PHS_gwp40,PHS,39.53,,6.499995,,,16.667783,8.233554,8.590387,2.210859,2.313183,0.747089
40_IS_Techno_PHS_gwp40,PHS,40.32999999999999,,6.499939,,,17.569558,10.070192,8.348281,3.506639,1.977594,0.902038
41_IS_Techno_PHS_gwp41,PHS,41.12999999999999,,6.499923,,,16.875001,9.000843,6.340873,1.448773,1.22107,1.37899
42_IS_Techno_PHS_gwp42,PHS,41.92999999999999,,6.499696,,,17.365954,8.599008,7.308129,1.533538,0.601176,1.091272
43_IS_Techno_PHS_gwp43,PHS,42.72999999999998,,6.499856,,,18.570054,8.992366,7.304116,0.987697,1.289103,1.082644
44_IS_Techno_PHS_gwp44,PHS,43.52999999999998,,6.499993,,,17.317376,13.432441,6.946219,0.82539,1.672125,1.26581
45_IS_Techno_PHS_gwp44,PHS,44.32999999999998,,6.499804,,,16.60701,8.055128,6.391546,0.855487,0.70005,2.436725
46_IS_Techno_PHS_gwp45,PHS,45.12999999999997,,6.499944,,,16.554496,8.526873,6.206295,2.114743,1.910068,3.111466
47_IS_Techno_PHS_gwp46,PHS,45.92999999999997,,6.499979,,,16.533665,8.256304,6.201963,1.251273,1.348425,1.477105
48_IS_Techno_PHS_gwp47,PHS,46.72999999999997,,6.499829,,,16.57745,9.122156,6.229416,2.320138,3.314947,1.427769
49_IS_Techno_PHS_gwp48,PHS,47.529999999999966,,6.499931,,,18.927786,11.258214,8.826785,3.500252,4.53433,0.963522
50_IS_Techno_PHS_gwp48,PHS,48.32999999999996,,6.499999,,,16.545226,8.30473,7.111732,1.999126,1.35363,1.073645
51_IS_Techno_PHS_gwp49,PHS,49.12999999999996,,6.499913,,,16.5956,8.69573,6.731198,1.83969,0.614502,1.235407
52_IS_Techno_PHS_gwp50,PHS,49.92999999999996,,6.499822,,,18.177871,10.025841,6.415945,6.226832,1.856318,1.355255
53_IS_Techno_PHS_gwp51,PHS,50.729999999999954,,6.499887,,,17.502804,9.341919,6.176307,3.160357,1.475383,2.300919
54_IS_Techno_PHS_gwp52,PHS,51.52999999999995,,6.499857,,,16.962427,10.642112,6.432046,3.065791,0.681826,0.820544
55_IS_Techno_PHS_gwp52,PHS,52.32999999999995,,6.499936,,,17.604671,9.69813,6.16679,2.554545,4.490468,1.50727
56_IS_Techno_PHS_gwp53,PHS,53.129999999999946,,6.499719,,,17.515424,8.639514,6.24794,1.789473,1.576755,2.900622
57_IS_Techno_PHS_gwp54,PHS,53.92999999999994,,6.49952,,,16.692286,9.419761,6.756048,3.174956,2.343741,0.969802
58_IS_Techno_PHS_gwp55,PHS,54.72999999999994,,6.499876,,,16.573081,9.255506,6.84449,1.451048,2.283076,2.886694
59_IS_Techno_PHS_gwp56,PHS,55.52999999999994,,6.49994,,,16.710697,8.506175,7.554263,1.358361,1.185804,3.30858
60_IS_Techno_PHS_gwp56,PHS,56.329999999999934,,6.499774,,,19.022923,9.371698,8.323568,5.436336,3.894704,1.329093
61_IS_Techno_PHS_gwp57,PHS,57.12999999999993,,6.499999,,,18.258831,10.548798,6.162439,2.187844,2.693115,1.033876
62_IS_Techno_PHS_gwp58,PHS,57.92999999999993,,6.4996,,,17.509997,8.712215,6.303737,1.373397,0.929864,1.194094
63_IS_Techno_PHS_gwp59,PHS,58.729999999999926,,6.499715,,,19.058605,10.193605,6.518336,1.565529,1.146856,0.990316
64_IS_Techno_PHS_gwp60,PHS,59.52999999999992,,6.499734,,,16.55992,10.892114,7.65073,1.154067,3.628414,1.132467
65_IS_Techno_PHS_gwp60,PHS,60.32999999999992,,6.499813,,,18.51286,10.394266,8.345819,1.500316,1.80075,1.019524
66_IS_Techno_PHS_gwp61,PHS,61.12999999999992,,6.499775,,,16.53297,9.256142,6.135433,2.714915,2.534545,1.331251
67_IS_Techno_PHS_gwp62,PHS,61.92999999999992,,6.499914,,,17.409589,9.352716,6.147983,0.980611,0.72765,1.354133
68_IS_Techno_PHS_gwp63,PHS,62.72999999999991,,6.499811,,,17.374755,9.476468,6.321953,2.806048,4.040128,0.706762
69_IS_Techno_PHS_gwp64,PHS,63.52999999999991,,6.499514,,,17.937189,10.31658,7.067014,1.794406,2.077659,0.946711
70_IS_Techno_PHS_gwp64,PHS,64.32999999999991,,6.499805,,,16.591218,11.224556,7.014251,6.642541,3.75698,0.975038
71_IS_Techno_PHS_gwp65,PHS,65.12999999999991,,6.499258,,,16.535169,13.209269,6.172044,1.316649,0.555128,4.286383
72_IS_Techno_PHS_gwp66,PHS,65.92999999999991,,6.499338,,,16.556451,9.629981,8.763438,2.256965,2.015935,1.095932
73_IS_Techno_PHS_gwp67,PHS,66.7299999999999,,6.499846,,,16.566891,10.22265,7.211852,2.15332,1.817891,1.372623
74_IS_Techno_PHS_gwp68,PHS,67.5299999999999,,6.499464,,,16.894184,9.411511,6.230297,1.781484,1.60707,1.130289
75_IS_Techno_PHS_gwp68,PHS,68.3299999999999,,6.499644,,,18.69666,10.031253,7.270988,1.884386,1.72667,0.87348
76_IS_Techno_PHS_gwp69,PHS,69.1299999999999,,6.499932,,,18.690892,8.977836,7.063941,2.484335,2.570587,0.792398
77_IS_Techno_PHS_gwp70,PHS,69.9299999999999,,6.499847,,,16.538648,9.821375,6.338924,2.343232,2.379953,2.689002
78_IS_Techno_PHS_gwp71,PHS,70.72999999999989,,6.499875,,,17.479959,11.126406,8.772988,3.042047,2.28261,1.73918
79_IS_Techno_PHS_gwp72,PHS,71.52999999999989,,6.498635,,,18.33576,9.570475,6.865817,1.878342,1.548477,1.808574
80_IS_Techno_PHS_gwp72,PHS,72.32999999999988,,6.499904,,,16.970624,8.736843,6.71887,1.288946,2.084307,0.803552
81_IS_Techno_PHS_gwp73,PHS,73.12999999999988,,6.498846,,,16.665665,10.084544,7.257058,2.518113,2.210001,1.215413
82_IS_Techno_PHS_gwp74,PHS,73.92999999999988,,6.499958,,,16.581524,10.781977,6.442274,1.189925,7.392972,1.64058
83_IS_Techno_PHS_gwp75,PHS,74.72999999999988,,6.49966,,,16.797669,10.685307,6.992165,2.63772,4.148687,0.820315
84_IS_Techno_PHS_gwp76,PHS,75.52999999999987,,6.499935,,,16.548514,9.415508,6.783028,4.316937,4.633941,5.101926
85_IS_Techno_PHS_gwp76,PHS,76.32999999999987,,6.49907,,,17.69878,10.328668,6.272112,1.018152,1.487214,1.883838
86_IS_Techno_PHS_gwp77,PHS,77.12999999999987,,6.499135,,,16.546838,13.554439,8.241282,4.176422,4.575347,2.076105
87_IS_Techno_PHS_gwp78,PHS,77.92999999999986,,6.49989,,,16.772714,8.763373,6.444415,1.329909,0.789624,1.020802
88_IS_Techno_PHS_gwp79,PHS,78.72999999999986,,6.498086,,,17.607175,11.978078,7.304631,2.619151,2.578995,6.572286
89_IS_Techno_PHS_gwp80,PHS,79.52999999999986,,6.498888,,,16.542213,11.715599,6.719087,2.700097,3.451752,2.796701
90_IS_Techno_PHS_gwp80,PHS,80.32999999999986,,6.499258,,,16.53091,10.018103,6.685537,0.989864,1.3547,4.536288
91_IS_Techno_PHS_gwp81,PHS,81.12999999999985,,6.499532,,,17.659824,10.817034,6.284115,2.926096,1.835765,0.794196
92_IS_Techno_PHS_gwp82,PHS,81.92999999999985,,6.499762,,,17.769695,9.47653,6.394918,2.444973,0.422167,4.932943
93_IS_Techno_PHS_gwp83,PHS,82.72999999999985,,6.499482,,,16.536279,10.162499,6.832464,1.270328,1.294546,0.703198
94_IS_Techno_PHS_gwp84,PHS,83.52999999999984,,6.499378,,,16.618519,12.076403,6.338221,0.614983,0.728615,0.618934
95_IS_Techno_PHS_gwp84,PHS,84.32999999999984,,6.499615,,,19.851,8.631487,7.530525,2.6434,4.905432,5.99744
96_IS_Techno_PHS_gwp85,PHS,85.12999999999984,,6.499239,,,17.524407,9.701844,6.946484,0.754305,0.593778,0.688317
97_IS_Techno_PHS_gwp86,PHS,85.92999999999984,,6.497682,,,16.532446,8.178269,9.562979,1.391826,0.890131,0.988425
98_IS_Techno_PHS_gwp87,PHS,86.72999999999983,,6.499676,,,17.330742,8.531733,8.061246,2.522056,0.984425,0.806266
99_IS_Techno_PHS_gwp88,PHS,87.52999999999983,,6.498363,,,16.533428,9.805123,8.483272,2.11456,2.324739,5.413541
100_IS_Techno_PHS_gwp88,PHS,88.32999999999983,,6.498247,,,16.589543,10.203444,7.879761,3.98609,3.124238,0.855145
101_IS_Techno_PHS_gwp89,PHS,89.12999999999982,,6.498008,,,16.528721,10.046294,11.605124,2.214534,2.958745,0.943655
102_IS_Techno_PHS_gwp90,PHS,89.92999999999982,,6.499347,,,17.663087,8.630645,7.999653,1.791394,1.386493,0.872482
103_IS_Techno_PHS_gwp91,PHS,90.72999999999982,,6.491487,,,18.88122,10.68576,7.216655,2.685807,2.462862,1.075669
104_IS_Techno_PHS_gwp92,PHS,91.52999999999982,,6.496137,,,16.579158,9.655287,6.452407,1.214235,0.841214,2.3094
105_IS_Techno_PHS_gwp92,PHS,92.3299999999998,,6.497043,,,17.905002,9.632001,7.859137,2.557434,4.877067,1.007787
106_IS_Techno_PHS_gwp93,PHS,93.1299999999998,,6.49795,,,16.534014,8.790684,7.262697,2.414413,2.01092,2.057176
107_IS_Techno_PHS_gwp94,PHS,93.9299999999998,,6.495738,,,20.640782,12.680828,10.381545,3.093289,2.469144,2.845117
108_IS_Techno_PHS_gwp95,PHS,94.7299999999998,,6.497905,,,16.876033,9.734903,6.231608,1.547809,0.851981,1.134872
109_IS_Techno_PHS_gwp96,PHS,95.5299999999998,,6.475065,,,16.686585,10.169109,6.942037,2.349781,1.25292,0.825191
110_IS_Techno_PHS_gwp96,PHS,96.3299999999998,,6.495327,,,16.704496,9.774363,6.448835,1.215057,1.232502,0.939764
111_IS_Techno_PHS_gwp97,PHS,97.1299999999998,,5.931636,,,17.537264,9.388772,6.347586,1.58485,3.697668,1.176245
112_IS_Techno_PHS_gwp98,PHS,97.9299999999998,,5.590143,,,17.465541,9.458624,6.740911,1.574641,0.960905,0.864859
113_IS_Techno_PHS_gwp99,PHS,98.7299999999998,,5.000167,,,16.864227,8.796159,7.204025,2.252123,1.534294,1.703579
114_IS_Techno_PHS_gwp100,PHS,99.5299999999998,,5.000001,,,16.530906,11.290095,6.767806,1.83346,1.712051,0.734916
115_IS_Techno_PHS_gwp100,PHS,100.3299999999998,,5.000008,,,16.584916,8.667127,6.609606,1.609475,1.180378,3.697968
116_IS_Techno_PHS_gwp101,PHS,101.12999999999978,,5.000011,,,16.942035,10.384359,6.600009,1.727392,0.731141,2.473871
117_IS_Techno_PHS_gwp102,PHS,101.92999999999978,,5.0,,,16.992864,11.099191,7.365754,1.165364,1.604668,0.212913
0_IS_Techno_TS_DEC_HP_ELEC_gwp6,TS_DEC_HP_ELEC,5.62,,,60.365517,,17.533633,9.876134,7.273152,1.259626,2.112769,0.919524
1_IS_Techno_TS_DEC_HP_ELEC_gwp6,TS_DEC_HP_ELEC,6.12,,,60.365524,,17.93954,9.549894,7.493622,1.680457,0.950314,1.059296
2_IS_Techno_TS_DEC_HP_ELEC_gwp7,TS_DEC_HP_ELEC,6.62,,,57.533509,,17.62924,8.862241,7.372867,1.894138,1.685233,0.976244
3_IS_Techno_TS_DEC_HP_ELEC_gwp7,TS_DEC_HP_ELEC,7.12,,,55.70032,,17.505719,8.790628,7.69297,1.620308,0.630963,1.016367
4_IS_Techno_TS_DEC_HP_ELEC_gwp8,TS_DEC_HP_ELEC,7.62,,,55.700315,,16.678282,9.122351,6.142694,1.766478,2.748972,0.894013
5_IS_Techno_TS_DEC_HP_ELEC_gwp8,TS_DEC_HP_ELEC,8.120000000000001,,,55.700322,,19.372109,10.417294,7.478991,1.162371,1.588015,0.989339
6_IS_Techno_TS_DEC_HP_ELEC_gwp9,TS_DEC_HP_ELEC,8.620000000000001,,,55.700313,,17.836223,9.926919,7.295487,2.05071,1.550141,0.97631
7_IS_Techno_TS_DEC_HP_ELEC_gwp9,TS_DEC_HP_ELEC,9.12,,,55.621992,,17.607587,8.70214,8.556481,2.928323,1.196895,0.989558
8_IS_Techno_TS_DEC_HP_ELEC_gwp10,TS_DEC_HP_ELEC,9.62,,,55.621983,,16.735049,9.678313,7.867093,0.8717,1.016877,1.159371
9_IS_Techno_TS_DEC_HP_ELEC_gwp10,TS_DEC_HP_ELEC,10.12,,,55.621981,,20.173379,11.145114,6.174402,1.50886,1.154532,1.056456
10_IS_Techno_TS_DEC_HP_ELEC_gwp11,TS_DEC_HP_ELEC,10.62,,,55.621972,,17.186367,9.717365,7.340841,1.207294,6.654731,1.016263
11_IS_Techno_TS_DEC_HP_ELEC_gwp11,TS_DEC_HP_ELEC,11.12,,,55.621968,,18.41364,9.23375,6.779982,3.48442,3.086165,1.069698
12_IS_Techno_TS_DEC_HP_ELEC_gwp12,TS_DEC_HP_ELEC,11.62,,,55.215647,,21.174011,11.129229,6.428934,1.931434,3.108306,1.104828
13_IS_Techno_TS_DEC_HP_ELEC_gwp12,TS_DEC_HP_ELEC,12.12,,,54.660729,,17.369979,8.855311,7.586934,1.201658,1.44276,0.966634
14_IS_Techno_TS_DEC_HP_ELEC_gwp13,TS_DEC_HP_ELEC,12.62,,,53.810749,,16.874394,9.54774,7.235014,1.076123,0.676751,0.914621
15_IS_Techno_TS_DEC_HP_ELEC_gwp13,TS_DEC_HP_ELEC,13.12,,,53.810731,,17.043319,12.598285,7.429171,1.571085,0.757385,1.091905
16_IS_Techno_TS_DEC_HP_ELEC_gwp14,TS_DEC_HP_ELEC,13.62,,,53.810744,,16.639944,9.294294,6.217423,1.13256,1.195279,1.099044
17_IS_Techno_TS_DEC_HP_ELEC_gwp14,TS_DEC_HP_ELEC,14.12,,,53.810728,,16.554438,8.190692,6.178438,1.01117,0.749512,0.964223
18_IS_Techno_TS_DEC_HP_ELEC_gwp15,TS_DEC_HP_ELEC,14.62,,,53.81073,,16.733514,9.240619,6.198077,1.023956,0.74936,1.144416
19_IS_Techno_TS_DEC_HP_ELEC_gwp15,TS_DEC_HP_ELEC,15.12,,,53.81073,,17.898478,9.209386,7.100084,1.51637,0.95095,1.124914
20_IS_Techno_TS_DEC_HP_ELEC_gwp16,TS_DEC_HP_ELEC,15.62,,,53.810735,,16.818943,9.09375,8.525591,1.071074,2.156377,1.110187
21_IS_Techno_TS_DEC_HP_ELEC_gwp16,TS_DEC_HP_ELEC,16.12,,,53.810729,,18.540031,9.777691,8.589379,1.203378,1.621002,1.029249
22_IS_Techno_TS_DEC_HP_ELEC_gwp17,TS_DEC_HP_ELEC,16.62,,,53.810721,,16.611473,11.058927,8.219315,1.348247,1.033159,1.105792
23_IS_Techno_TS_DEC_HP_ELEC_gwp17,TS_DEC_HP_ELEC,17.12,,,53.81073,,17.794422,9.782497,7.388849,0.82589,0.911022,1.258394
24_IS_Techno_TS_DEC_HP_ELEC_gwp18,TS_DEC_HP_ELEC,17.62,,,53.810714,,19.586487,9.324326,6.613897,1.554286,0.36305,0.9606
25_IS_Techno_TS_DEC_HP_ELEC_gwp18,TS_DEC_HP_ELEC,18.12,,,51.555158,,17.524612,8.859334,6.543102,1.521763,1.868529,1.11165
26_IS_Techno_TS_DEC_HP_ELEC_gwp19,TS_DEC_HP_ELEC,18.62,,,51.392979,,17.183876,10.329247,6.677077,1.558523,1.404175,0.985637
27_IS_Techno_TS_DEC_HP_ELEC_gwp19,TS_DEC_HP_ELEC,19.12,,,51.392981,,18.667553,9.196445,6.363158,1.405681,0.669183,1.247275
28_IS_Techno_TS_DEC_HP_ELEC_gwp20,TS_DEC_HP_ELEC,19.62,,,51.392979,,17.034481,9.058886,8.308201,1.221843,1.973882,1.118077
29_IS_Techno_TS_DEC_HP_ELEC_gwp20,TS_DEC_HP_ELEC,20.12,,,51.392982,,19.274282,9.704307,7.91834,1.035823,0.830959,1.249652
30_IS_Techno_TS_DEC_HP_ELEC_gwp21,TS_DEC_HP_ELEC,20.62,,,51.39298,,19.179872,10.078723,6.634421,0.970085,0.798625,1.07756
31_IS_Techno_TS_DEC_HP_ELEC_gwp21,TS_DEC_HP_ELEC,21.12,,,51.392978,,16.554562,8.379536,7.039974,1.058144,0.924854,1.02728
32_IS_Techno_TS_DEC_HP_ELEC_gwp22,TS_DEC_HP_ELEC,21.62,,,51.39298,,16.872967,8.349483,6.702076,1.324606,0.989096,1.051871
33_IS_Techno_TS_DEC_HP_ELEC_gwp22,TS_DEC_HP_ELEC,22.12,,,51.392982,,17.357826,10.242513,6.157232,1.798514,1.023067,1.049741
34_IS_Techno_TS_DEC_HP_ELEC_gwp23,TS_DEC_HP_ELEC,22.62,,,51.392977,,16.963881,10.053703,7.452057,1.388817,1.206731,0.748438
35_IS_Techno_TS_DEC_HP_ELEC_gwp23,TS_DEC_HP_ELEC,23.12,,,51.392977,,17.601709,10.810598,6.604204,2.159832,1.631607,1.173583
36_IS_Techno_TS_DEC_HP_ELEC_gwp24,TS_DEC_HP_ELEC,23.62,,,51.392969,,17.624951,9.116185,7.430724,1.505119,0.990803,1.040949
37_IS_Techno_TS_DEC_HP_ELEC_gwp24,TS_DEC_HP_ELEC,24.12,,,51.060807,,17.219658,8.114064,6.547558,0.544805,0.437432,0.442275
38_IS_Techno_TS_DEC_HP_ELEC_gwp25,TS_DEC_HP_ELEC,24.62,,,51.060794,,17.172412,9.585428,6.374101,1.606074,0.796428,1.188145
39_IS_Techno_TS_DEC_HP_ELEC_gwp25,TS_DEC_HP_ELEC,25.12,,,50.5641,,17.18675,9.358252,6.769151,1.215034,0.895096,1.066852
40_IS_Techno_TS_DEC_HP_ELEC_gwp26,TS_DEC_HP_ELEC,25.62,,,50.481098,,16.700722,9.402357,6.228661,2.36371,1.030461,1.034586
41_IS_Techno_TS_DEC_HP_ELEC_gwp26,TS_DEC_HP_ELEC,26.12,,,50.212189,,17.460963,10.975154,7.574989,1.543792,0.633221,1.293864
42_IS_Techno_TS_DEC_HP_ELEC_gwp27,TS_DEC_HP_ELEC,26.62,,,47.804205,,18.246916,10.910185,8.564258,1.690508,0.646949,0.989662
43_IS_Techno_TS_DEC_HP_ELEC_gwp27,TS_DEC_HP_ELEC,27.12,,,43.68335,,17.097505,8.456243,6.570279,1.001471,0.640083,1.037217
44_IS_Techno_TS_DEC_HP_ELEC_gwp28,TS_DEC_HP_ELEC,27.62,,,42.245532,,17.449006,8.823887,6.34921,0.919804,0.809607,1.06147
45_IS_Techno_TS_DEC_HP_ELEC_gwp28,TS_DEC_HP_ELEC,28.12,,,39.526041,,17.411356,9.165778,6.831375,1.682422,1.080417,1.120692
46_IS_Techno_TS_DEC_HP_ELEC_gwp29,TS_DEC_HP_ELEC,28.62,,,38.205183,,16.927748,8.47795,6.547343,0.970211,0.707459,1.180987
47_IS_Techno_TS_DEC_HP_ELEC_gwp29,TS_DEC_HP_ELEC,29.12,,,37.31116,,16.965775,8.68835,6.190371,1.300314,1.399062,1.164641
48_IS_Techno_TS_DEC_HP_ELEC_gwp30,TS_DEC_HP_ELEC,29.62,,,36.435635,,21.137997,9.709461,8.123719,1.450544,1.874475,1.146638
49_IS_Techno_TS_DEC_HP_ELEC_gwp30,TS_DEC_HP_ELEC,30.12,,,35.226533,,18.038024,10.98892,6.136088,2.159097,3.299578,1.186123
50_IS_Techno_TS_DEC_HP_ELEC_gwp31,TS_DEC_HP_ELEC,30.62,,,35.091066,,18.194335,10.225981,9.19114,2.138641,2.083383,1.165004
51_IS_Techno_TS_DEC_HP_ELEC_gwp31,TS_DEC_HP_ELEC,31.12,,,32.865974,,18.229267,9.769424,7.655299,1.013849,0.778708,0.853222
52_IS_Techno_TS_DEC_HP_ELEC_gwp32,TS_DEC_HP_ELEC,31.62,,,32.863224,,16.636729,9.712603,6.787452,1.402703,0.871313,1.092692
53_IS_Techno_TS_DEC_HP_ELEC_gwp32,TS_DEC_HP_ELEC,32.120000000000005,,,29.835915,,16.975714,8.7208,6.729036,0.866475,0.421817,1.260761
54_IS_Techno_TS_DEC_HP_ELEC_gwp33,TS_DEC_HP_ELEC,32.620000000000005,,,28.79172,,17.592681,10.412076,7.032333,1.073066,0.772548,1.036114
55_IS_Techno_TS_DEC_HP_ELEC_gwp33,TS_DEC_HP_ELEC,33.120000000000005,,,28.791345,,16.789877,8.22713,6.613086,1.012407,0.687146,1.022871
