folder;techno_modifiee;gwp_constr;f_H2_STORAGE;f_METHANOL_STORAGE;f_TRUCK_ELEC;f_BOAT_FREIGHT_DIESEL;f_TRUCK_FUEL_CELL;f_TRUCK_DIESEL;f_TRAIN_FREIGHT;f_BOAT_FREIGHT_METHANOL;f_TRUCK_METHANOL;f_TRUCK_NG;f_BOAT_FREIGHT_NG
245_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1527;;667.147186;51.531703;31.767877;0.232342;28.585213;7.730421;1.675107;0.808231;4.84504;1.518541
246_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1533;;666.774046;51.479846;32.662618;11.296904;12.333334;7.730421;2.039593;8.585882;0.430244;0.898429
247_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1538999999999999;;667.300084;52.457633;37.310558;4.638937;4.922379;7.73042;8.923365;12.055609;1.154643;1.458683
248_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1544999999999999;;667.241777;54.10778;29.603701;3.650826;5.354938;7.730421;1.974016;8.779426;0.425061;3.480709
249_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1550999999999999;;667.252519;51.705603;39.478448;10.066493;0.858979;7.730421;4.432975;0.104008;3.576712;1.684787
250_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1556999999999999;;667.288787;51.67612;31.67771;24.304335;25.248162;7.73042;3.425465;12.617081;3.610222;1.536079
251_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1562999999999999;;667.188736;53.316836;28.410106;2.303821;0.985692;7.730421;21.840424;5.125224;0.73126;1.31639
252_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1568999999999999;;666.860396;58.338119;40.266734;15.584898;4.207908;7.730421;9.715737;0.220678;0.242133;1.292524
253_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1574999999999999;;667.246759;70.058736;28.385061;18.772952;30.199011;7.73042;5.074225;0.7072;0.105364;0.994428
254_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1580999999999999;;667.30119;51.477737;28.604321;12.994795;1.056581;7.730421;1.514405;2.496451;0.173985;1.904733
255_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1586999999999999;;667.05303;51.563941;30.870765;40.773401;2.786586;7.730421;2.682011;0.237822;0.211967;1.837762
256_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1592999999999999;;667.237379;53.697562;29.268388;1.246421;9.344064;7.73042;3.054345;3.032053;14.441404;1.561814
257_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1598999999999998;;667.241025;51.503561;33.588352;2.06216;0.122584;7.73042;1.642955;0.167443;0.210292;1.39883
258_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1604999999999998;;661.512021;55.925754;29.312024;20.779313;0.21207;7.73042;4.654403;0.453269;0.322877;1.544539
259_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1610999999999998;;661.560612;55.478472;28.494632;5.006977;7.399221;7.730421;25.217293;1.334738;0.149762;1.631191
260_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1616999999999998;;661.553024;51.481172;40.904152;28.106292;0.513484;7.73042;1.316231;2.291098;0.127615;0.992113
261_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1622999999999998;;661.535589;52.63734;29.006575;0.580126;0.952516;7.730421;3.681167;2.974952;0.256848;1.918312
262_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1628999999999998;;661.524262;51.500136;31.144637;3.115245;0.210203;7.730421;3.02596;0.155527;0.215402;2.159834
263_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1634999999999998;;661.447012;51.506628;34.215654;38.230419;8.655537;7.73042;1.471415;0.051205;4.388259;1.14364
264_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1640999999999998;;661.481606;51.477457;28.550918;54.146156;18.947402;7.730421;5.420201;0.25308;2.366536;1.56647
265_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1646999999999998;;661.160158;51.48281;32.684799;5.711466;0.27736;7.730421;1.752187;7.586177;0.591854;1.417592
266_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1652999999999997;;661.341672;56.713009;28.749949;32.61704;2.00002;7.730421;13.258372;7.087275;0.250613;2.39153
267_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1658999999999997;;661.192169;51.478637;29.381958;33.129626;12.791679;7.73042;1.721217;17.540942;0.74274;2.907591
268_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1664999999999997;;661.28632;51.484556;32.586368;20.293;3.354243;7.730421;7.420268;0.221614;0.212587;1.61039
269_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1670999999999997;;661.025553;51.476298;34.749483;2.938638;9.761089;7.730421;12.184047;5.949339;0.50881;1.679864
270_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1676999999999997;;661.043445;52.727408;32.042567;32.603744;21.342059;7.73042;1.32995;2.285845;0.538562;1.379468
271_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1682999999999997;;661.065554;53.497798;28.494947;9.778355;5.136433;7.730421;4.012478;1.020388;4.826403;1.733468
272_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1688999999999997;;661.038147;51.487296;28.98416;22.009454;0.201406;7.73042;6.47302;6.749441;0.296123;1.327756
273_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1694999999999997;;660.707441;51.720017;37.896131;27.888715;33.191045;7.73042;1.037442;16.668105;1.174707;1.186003
274_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1700999999999997;;661.053676;52.159431;28.429158;4.301266;15.773339;7.73042;24.111564;3.42536;0.392363;1.330802
275_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1706999999999996;;661.076961;51.479293;28.370381;20.15989;0.095446;7.730421;3.154318;24.172578;6.509851;1.329008
276_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1712999999999996;;660.664007;51.487554;28.569397;0.143516;6.346135;7.730421;7.36602;3.294086;8.419292;1.409416
277_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1718999999999996;;660.693406;57.145013;28.592661;0.260322;6.247594;7.73042;2.859344;2.485072;3.534695;1.895424
278_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1724999999999996;;660.615597;66.306622;36.428571;7.649104;1.884992;7.730421;6.172912;12.092273;21.275925;2.076699
279_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1730999999999996;;660.643014;57.224028;29.018267;13.887427;0.522724;7.730421;2.232979;4.545509;0.230644;2.521532
280_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1736999999999996;;660.43384;52.411698;39.103119;4.207973;0.896824;7.730421;6.686338;3.071871;6.875072;1.565382
281_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1742999999999996;;660.506691;51.490943;28.68792;1.556841;14.604031;7.730421;1.839015;5.176423;1.572327;4.493693
282_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1748999999999996;;660.436274;51.499861;28.48104;30.162167;30.305633;7.73042;1.563784;10.349151;2.599332;1.470189
283_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1754999999999996;;660.440197;56.742429;28.785906;21.318704;1.078229;7.73042;4.112019;1.364349;0.211989;1.503635
284_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1760999999999996;;660.436786;51.49947;33.936579;21.287443;25.725129;7.73042;1.427265;4.760708;1.077218;1.389844
285_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1766999999999995;;660.462185;52.496986;28.488603;0.257574;15.756065;7.73042;24.593344;6.107146;0.604116;1.670495
286_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1772999999999995;;660.396713;56.575789;28.771642;20.463881;4.159642;7.73042;5.338399;1.333027;0.154666;1.35891
287_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1778999999999995;;659.586002;53.399817;28.881733;12.356097;0.166052;7.73042;14.102745;4.597262;0.130115;1.682606
288_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1784999999999995;;659.534012;52.621944;28.447627;14.691694;7.757461;7.73042;1.788011;1.268117;1.111955;1.647854
289_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1790999999999995;;659.142619;51.545758;33.577881;0.982467;9.200409;7.730421;3.434107;0.179821;0.197353;1.632609
290_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1796999999999995;;659.300495;51.480082;28.820412;6.430318;7.571149;7.730421;19.979031;2.682429;0.959418;1.661582
291_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1802999999999995;;631.422484;58.311368;28.991849;28.788662;0.31125;7.73042;5.747825;0.374055;0.203762;1.603317
292_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1808999999999995;;630.843403;51.619489;28.601868;2.855272;1.305552;7.730421;2.137893;0.270887;0.177277;1.705725
293_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1814999999999995;;630.149894;51.945031;36.925984;6.719872;16.217143;7.730421;1.149832;5.316416;7.682967;1.100854
294_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1820999999999994;;631.33582;51.478603;44.164208;17.955549;8.382239;7.730421;18.402719;1.764177;0.213962;1.529568
295_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1826999999999994;;629.754089;60.97872;29.862865;57.576012;0.092215;7.73042;5.547748;2.348511;0.120614;0.910015
296_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1832999999999994;;629.865572;52.890323;28.313959;29.294737;27.341276;7.73042;22.511771;0.184594;0.112066;1.34029
297_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1838999999999994;;629.274625;51.582043;37.146554;1.679423;12.516078;7.730421;5.015063;0.125654;0.197075;1.460671
298_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1844999999999994;;629.03513;57.168797;28.366622;14.533876;11.131411;7.73042;1.066272;19.135252;2.14319;1.413545
299_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1850999999999994;;629.037978;52.00162;29.306965;36.425246;12.130911;7.730421;35.362103;0.96109;14.724848;1.623179
300_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1856999999999994;;629.235869;60.657125;28.629866;26.04143;7.782481;7.730421;1.645409;0.7772;1.430472;1.656849
301_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1862999999999994;;629.027263;51.47594;33.229087;3.871451;0.152881;7.730421;2.869358;0.18795;0.749996;1.796075
302_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1868999999999994;;629.047011;51.500513;37.384676;36.123135;13.043886;7.730421;19.369449;27.746556;4.031422;1.278419
303_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1874999999999994;;629.029678;51.479329;33.256269;33.565444;32.666328;7.730421;1.539601;9.017534;12.533761;1.406412
304_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1880999999999993;;629.1106;55.819933;28.603317;17.455538;3.986638;7.73042;3.105605;2.585312;8.092548;3.28417
305_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1886999999999993;;628.962509;52.245623;30.831614;38.494585;29.607194;7.73042;17.079763;7.13511;7.889622;1.091468
306_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1892999999999993;;629.025619;51.816969;28.443688;25.568221;5.914199;7.730421;3.369612;3.671786;2.263877;0.951486
307_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1898999999999993;;629.043901;51.477598;28.834482;10.521155;4.512243;7.730421;3.505789;2.779396;7.968308;1.301071
308_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1904999999999993;;629.037781;53.61898;28.572564;13.756383;3.974554;7.730421;2.525205;4.302976;5.094132;12.975553
309_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1910999999999993;;628.985196;51.539306;28.615342;3.731821;4.347834;7.730421;4.88417;6.449534;0.107218;1.780113
310_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1916999999999993;;628.99904;52.91289;28.499197;10.670655;8.49033;7.73042;18.391378;12.902885;0.134086;1.421642
311_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1922999999999993;;628.998043;51.824479;47.67724;29.874913;1.107814;7.730421;10.854668;0.108239;0.187013;1.384737
312_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1928999999999993;;629.038391;62.686786;33.663064;16.011064;5.450554;7.730421;4.767733;3.777912;1.573871;1.894451
313_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1934999999999992;;629.037459;51.480571;28.435818;6.249099;2.3764;7.730421;1.476699;4.467908;1.594537;1.692331
314_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1940999999999992;;629.034235;51.53205;34.27645;28.010346;3.063795;7.730421;1.630909;0.464886;0.173295;0.964459
315_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1946999999999992;;629.04912;51.485859;28.553154;20.88186;8.51152;7.730421;1.530486;2.339691;3.530985;1.247002
316_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1952999999999992;;629.01631;58.359012;28.746759;1.296562;5.218694;7.730421;2.382142;0.185162;0.875393;1.075579
317_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1958999999999992;;629.20941;51.478836;35.627261;1.054412;1.77242;7.730421;1.745202;6.011175;8.708375;1.196453
318_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1964999999999992;;629.018101;51.509923;29.867394;3.070467;1.000072;7.730421;3.944894;0.371536;0.203103;1.737095
319_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1970999999999992;;628.999598;52.27994;31.413116;9.399016;9.495488;7.730421;4.136916;0.352825;0.587772;2.087199
320_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1976999999999992;;629.017572;51.663826;32.796024;17.594507;20.592503;7.73042;20.463074;0.812061;5.747469;0.617577
321_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1982999999999992;;628.98668;51.473911;36.768898;49.420732;2.716213;7.730422;5.66628;10.108323;1.802369;1.205063
322_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1988999999999992;;629.001002;53.28386;28.679855;77.461873;0.064661;7.73042;1.101158;0.183527;1.749852;3.080715
323_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.1994999999999991;;629.029093;51.482235;36.757431;38.52898;0.681687;7.730421;5.075344;9.054414;1.083944;1.076532
324_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2000999999999991;;629.023999;51.476389;31.458938;41.343376;38.204988;7.730421;12.928154;6.529035;9.002036;0.882987
325_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2006999999999991;;629.037959;52.14689;31.162463;23.925345;8.64124;7.730421;3.678841;2.670139;0.729475;1.786044
326_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2012999999999991;;629.020279;54.621306;30.574822;7.57392;1.51106;7.730421;6.813405;1.453467;0.59012;1.834797
327_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2018999999999991;;628.965688;51.731222;34.302202;9.998455;5.644277;7.730421;1.660718;0.485462;1.679725;1.917161
328_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2024999999999991;;629.028495;63.504201;28.40206;19.084168;8.96817;7.730421;4.825841;0.812852;1.740439;1.395711
329_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2030999999999991;;628.957178;51.475878;28.699583;0.293096;3.131477;7.730421;1.606591;1.347726;11.430145;1.981502
330_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2036999999999991;;628.960344;51.941842;28.531657;18.074271;2.858371;7.730421;1.087681;1.887032;0.203174;1.351163
331_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2042999999999991;;629.048875;55.269132;29.323866;0.819158;3.495073;7.730421;5.049268;2.55611;4.790204;1.377343
332_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.204899999999999;;629.00005;51.512842;28.952591;11.269188;2.683678;7.730421;23.312071;0.517027;6.759797;1.535921
333_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.205499999999999;;628.959592;51.529418;33.304781;35.918076;9.277041;7.730421;1.398067;8.417629;8.249511;1.450721
334_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.206099999999999;;629.022342;51.544771;28.616858;1.094894;0.757134;7.73042;19.493809;0.208957;0.17827;1.935741
335_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.206699999999999;;629.021228;52.144093;28.558335;10.046886;0.740971;7.730421;1.360762;0.289031;0.20346;2.079159
336_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.207299999999999;;628.963329;51.638767;34.663924;48.50051;23.8567;7.73042;0.978842;2.791379;15.712599;1.222661
337_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.207899999999999;;629.003481;51.490946;30.274112;9.644282;13.97509;7.73042;15.073768;8.297592;0.211527;0.835524
338_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.208499999999999;;629.016494;51.483306;32.293154;3.580521;4.772286;7.730421;2.36843;3.512438;0.259951;2.173865
339_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.209099999999999;;629.03244;51.536803;28.736692;11.292999;8.841523;7.73042;2.420994;15.343011;1.181896;1.411839
340_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.209699999999999;;628.995878;51.538827;31.045231;40.0906;27.376866;7.73042;1.577246;3.735606;3.089046;1.354853
341_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.210299999999999;;629.026802;51.531785;30.939284;3.840182;33.466288;7.73042;2.1108;0.214899;0.330893;1.464817
342_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2108999999999989;;628.954803;52.037716;36.557587;5.781564;2.343247;7.730421;7.544506;0.234594;0.186141;1.496042
343_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2114999999999989;;629.023283;51.627482;28.673666;13.639036;13.931725;7.730421;25.030979;2.50236;2.964174;1.605576
344_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2120999999999989;;628.944635;51.712212;28.568812;21.753695;2.104893;7.730421;2.346685;3.825829;0.138513;1.97617
345_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2126999999999989;;629.007155;51.818929;28.74654;12.264384;3.778357;7.730421;1.664718;0.84205;8.044504;2.553071
346_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2132999999999989;;629.020864;53.901163;28.458096;0.457395;0.548259;7.730421;1.816087;5.380677;9.892837;1.671965
347_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2138999999999989;;628.959692;51.477093;36.38039;9.558431;1.037967;7.730421;1.906137;0.286589;4.440965;1.194418
348_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2144999999999989;;628.945253;51.479146;34.51677;36.946611;6.509479;7.73042;1.48049;21.793379;2.104367;0.940942
349_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2150999999999989;;628.805837;51.680038;34.351101;6.037305;14.845817;7.730413;3.637709;0.897631;5.02911;1.89796
350_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2156999999999989;;628.962273;51.556989;28.524193;35.659029;7.229711;7.73042;21.343152;0.137774;0.109324;1.317396
351_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2162999999999988;;629.014837;51.501149;28.622996;7.966621;19.274639;7.73042;32.101199;0.140247;0.446524;1.114233
352_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2168999999999988;;628.949314;52.346545;29.441325;10.586418;45.514598;7.730421;3.154207;2.017743;3.984307;1.111656
353_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2174999999999988;;629.010073;61.880499;30.699232;20.15029;0.570662;7.73042;7.341052;1.644044;0.336911;2.149239
354_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2180999999999988;;628.954801;56.200429;28.407475;14.580047;11.737107;7.730421;2.794345;4.295777;10.034243;1.316384
355_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2186999999999988;;628.957533;51.477929;28.49309;8.654589;0.3681;7.730421;11.505843;0.249705;0.073319;2.745861
356_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2192999999999988;;629.02801;51.564353;30.999916;28.616249;2.203659;7.730421;1.612401;0.472903;0.516208;1.912524
357_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2198999999999988;;628.93957;51.515023;28.434883;4.883553;23.93447;7.730421;19.569519;2.315707;0.709946;1.602864
358_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2204999999999988;;628.948987;51.496036;31.779966;11.700362;12.117475;7.730421;2.181622;5.181802;3.706849;1.991179
359_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2210999999999988;;628.812339;51.497402;30.105178;33.981498;22.130405;7.730421;22.562781;7.483077;4.565026;0.6455
360_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2216999999999988;;628.941209;51.566045;39.60991;10.198589;1.660785;7.73042;7.934025;1.225755;0.132022;1.601438
361_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2222999999999987;;629.005275;61.228055;28.499638;6.194614;9.131025;7.73042;3.541333;0.341368;15.997801;2.236873
362_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2228999999999987;;629.019805;51.789381;28.479799;13.669745;4.87634;7.73042;5.507801;76.121129;8.999444;1.24363
363_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2234999999999987;;628.951439;51.52328;36.265183;36.42104;0.319415;7.73042;1.345469;0.060754;0.112925;1.80694
364_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2240999999999987;;629.011222;51.56334;32.002477;13.155712;1.907923;7.73042;3.645241;1.1225;1.901758;1.583073
365_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2246999999999987;;629.020956;53.946515;29.112843;5.714475;10.50729;7.730421;32.62642;0.251522;4.101624;2.222062
366_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2252999999999987;;628.938082;51.530446;29.171619;43.024797;43.211453;7.73042;1.044625;14.134165;0.662324;1.029625
367_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2258999999999987;;629.017709;51.509576;28.915713;0.125256;0.181681;7.730421;21.097233;3.350107;0.196886;2.053745
368_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2264999999999987;;628.972035;52.31474;30.296253;7.815378;4.833494;7.730421;1.978592;3.565512;2.630326;1.032667
369_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2270999999999987;;628.957372;51.635292;32.07166;3.636018;2.787555;7.730421;15.150316;0.646664;0.860546;1.31689
370_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2276999999999986;;628.981011;51.50429;32.612637;10.596113;32.478643;7.730421;1.376159;2.707337;1.09348;1.417874
371_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2282999999999986;;628.941426;56.743499;28.831732;25.378071;0.141509;7.73042;4.169729;0.159709;0.1978;1.557254
372_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2288999999999986;;628.966026;53.077627;28.432207;18.370147;13.210833;7.730421;5.180177;4.790424;1.537845;1.360296
373_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2294999999999986;;628.930886;52.568248;28.763595;10.775866;5.463622;7.730421;20.38216;0.370487;0.258425;2.280062
374_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2300999999999986;;628.933748;51.579708;40.979284;2.288677;13.642163;7.730421;6.645924;0.103787;0.173619;1.275167
375_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2306999999999986;;628.953467;54.949735;37.805955;1.884267;62.258044;7.73042;8.252917;1.906811;1.522035;1.481118
376_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2312999999999986;;628.94316;60.331006;41.845231;0.164735;5.396768;7.730421;6.971921;0.185177;0.169997;1.078038
377_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2318999999999986;;628.6185;51.508324;28.751992;17.231303;4.680958;7.730422;20.612341;0.726459;11.150886;2.083835
378_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2324999999999986;;628.991743;58.475419;29.22919;26.408809;0.998126;7.73042;10.198252;0.206963;0.17506;1.510385
379_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2330999999999985;;629.003033;51.704635;36.211997;3.031947;1.002508;7.730421;8.977696;2.726074;3.628642;1.611417
380_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2336999999999985;;628.895121;51.478836;28.590623;11.305341;0.791502;7.730421;16.037069;0.186053;4.51439;1.706438
381_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2342999999999985;;629.01761;52.26118;29.708268;26.048642;4.00553;7.730421;12.032808;0.330474;1.726156;1.407225
382_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2348999999999985;;628.879647;51.490483;28.39612;35.613109;6.333509;7.730421;1.838546;6.346795;0.750303;1.227033
383_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2354999999999985;;628.253649;51.479391;28.687582;24.624879;4.152556;7.730421;7.439023;0.421466;6.889627;1.569333
