folder;techno_modifiee;gwp_constr;f_H2_STORAGE;f_METHANOL_STORAGE;f_TRUCK_ELEC;f_BOAT_FREIGHT_DIESEL;f_TRUCK_FUEL_CELL;f_TRUCK_DIESEL;f_TRAIN_FREIGHT;f_BOAT_FREIGHT_METHANOL;f_TRUCK_METHANOL;f_TRUCK_NG;f_BOAT_FREIGHT_NG
523_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.319499999999997;;623.934574;51.516704;35.284658;5.730827;17.487414;7.730421;1.449326;2.104951;4.78546;1.471275
524_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.320099999999997;;622.462307;58.98893;28.573967;9.182248;4.646658;7.730421;1.397523;0.271991;0.212454;1.993347
525_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.320699999999997;;622.463604;58.317356;43.374806;18.099077;7.096795;7.730421;14.063179;0.332363;1.643883;1.243149
526_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.321299999999997;;622.613972;53.894071;28.970743;7.527958;0.562729;7.730421;7.785017;0.959746;0.63307;1.552263
527_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.321899999999997;;622.478379;51.508477;28.217029;11.381086;81.146398;7.73042;4.666038;8.036252;3.020797;0.921106
528_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.322499999999997;;622.562312;51.537716;31.624625;55.345913;5.290694;7.730421;9.439767;0.470457;0.687214;0.883596
529_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.323099999999997;;624.610499;51.475928;31.761452;0.051743;8.678028;7.730422;8.744205;3.24854;37.381991;1.283973
530_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.323699999999997;;622.508433;51.518979;34.934638;9.211416;16.586668;7.730421;6.259025;9.333089;2.908076;1.732393
531_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.324299999999997;;622.461502;53.178019;29.506468;1.954042;6.027428;7.730421;4.570032;4.616279;3.299643;1.401953
532_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3248999999999969;;622.551358;51.507995;28.846792;0.141788;0.639816;7.73042;33.286028;1.997906;6.69842;1.648325
533_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3254999999999969;;622.59237;53.159055;33.983492;0.383647;0.257343;7.730421;4.118693;15.097124;7.906681;1.56711
534_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3260999999999969;;622.683954;51.479847;34.49107;1.98064;0.055377;7.73042;1.527498;0.136534;0.12505;1.170292
535_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3266999999999969;;622.733258;51.476029;28.359842;14.881498;0.59737;7.730421;19.731315;0.720559;16.011388;1.347797
536_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3272999999999969;;622.543172;51.488489;32.568591;18.942614;6.292768;7.73042;1.91536;33.415619;5.431251;1.261238
537_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3278999999999969;;622.462346;55.968021;28.844203;42.768687;0.234788;7.73042;5.960836;0.290523;0.199863;1.55822
538_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3284999999999969;;622.459147;51.47755;28.54316;36.736066;1.803353;7.730421;1.719471;4.416395;0.194281;1.636564
539_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3290999999999969;;622.486049;52.260521;28.861716;20.699082;0.628047;7.73042;16.962023;0.1955;0.134352;1.860455
540_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3296999999999969;;622.579319;51.645563;31.53935;5.211921;11.643224;7.73042;6.485921;0.237867;0.199867;1.650038
541_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3302999999999969;;622.467727;51.58548;28.873283;13.762514;0.750127;7.730421;33.901125;2.60712;4.57744;1.766759
542_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.4302999999999969;;619.944653;51.533737;33.991328;23.937475;4.200038;7.73042;2.647415;5.437212;0.459343;2.289245
543_CAS_Techno_METHANOL_STORAGE_gwp1;METHANOL_STORAGE;0.5302999999999969;;593.796606;58.002851;28.82234;30.189942;6.128159;7.730421;1.847342;4.305615;1.111204;1.589742
544_CAS_Techno_METHANOL_STORAGE_gwp1;METHANOL_STORAGE;0.6302999999999969;;579.314807;53.817293;28.620887;10.864756;1.187637;7.730421;1.511519;3.353622;0.230589;2.063565
545_CAS_Techno_METHANOL_STORAGE_gwp1;METHANOL_STORAGE;0.7302999999999968;;521.662869;58.072492;28.600762;12.6206;10.135773;7.730421;6.159285;0.475535;4.645908;1.474939
546_CAS_Techno_METHANOL_STORAGE_gwp1;METHANOL_STORAGE;0.8302999999999968;;503.927956;51.479611;28.636895;10.387822;1.228303;7.730421;16.052016;5.430586;0.340079;1.222558
547_CAS_Techno_METHANOL_STORAGE_gwp1;METHANOL_STORAGE;0.9302999999999968;;428.479832;53.796025;28.482763;7.112038;4.774235;7.73042;7.793446;3.46428;1.583773;1.195857
548_CAS_Techno_METHANOL_STORAGE_gwp1;METHANOL_STORAGE;1.0302999999999969;;329.710059;51.597044;28.665542;3.920767;3.519314;7.730421;3.125804;0.429017;0.215957;2.079044
549_CAS_Techno_METHANOL_STORAGE_gwp1;METHANOL_STORAGE;1.130299999999997;;71.875201;51.978618;30.046704;47.013865;16.86279;7.730421;2.759497;10.84839;2.323808;1.456567
550_CAS_Techno_METHANOL_STORAGE_gwp1;METHANOL_STORAGE;1.230299999999997;;0.104306;51.532007;28.534593;3.806727;62.501086;7.730421;2.027844;2.891593;4.424381;2.079848
