folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_DEC_HP_ELEC,f_DHN_HP_ELEC,f_DEC_DIRECT_ELEC,f_DEC_BOILER_WOOD,f_DHN_BOILER_GAS,f_DEC_BOILER_GAS,f_DEC_BOILER_OIL,f_DHN_BOILER_OIL,f_DHN_BOILER_WOOD,f_DEC_SOLAR,f_DHN_COGEN_WOOD,f_DEC_THHP_GAS,f_DHN_COGEN_GAS,f_DHN_SOLAR,f_DHN_COGEN_WASTE,f_DEC_COGEN_GAS,f_DEC_COGEN_OIL,f_DHN_COGEN_BIO_HYDROLYSIS,f_DHN_COGEN_WET_BIOMASS,f_DEC_ADVCOGEN_H2,f_DEC_ADVCOGEN_GAS,f_DHN_DEEP_GEO
314_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.023999999999958,56.997135,18.893503,7.968406,0.00014,1.3e-05,1.2e-05,1.1e-05,1.1e-05,1.2e-05,5e-06,3e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.033999999999958,52.800314,18.895871,7.974478,0.000564,5e-05,4.9e-05,4.8e-05,4.7e-05,4.7e-05,2.1e-05,1.3e-05,6e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
316_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.043999999999958,52.159295,18.896396,7.976072,0.000673,6e-05,5.7e-05,5.4e-05,5.4e-05,5.6e-05,2.4e-05,1.5e-05,6e-06,4e-06,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
317_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.053999999999958,51.627875,18.89897,7.977067,0.000149,1.3e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,5e-06,4e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.063999999999957,51.631554,18.896639,7.976972,0.00053,4.9e-05,4.6e-05,4.1e-05,4.1e-05,4.5e-05,1.9e-05,1.2e-05,5e-06,2e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
319_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.073999999999957,51.636428,18.898748,7.977385,0.00033,3e-05,3.1e-05,3e-05,2.9e-05,2.9e-05,1.4e-05,1e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
320_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.083999999999957,51.292309,18.89835,7.977282,0.000431,4e-05,3.9e-05,3.7e-05,3.7e-05,3.7e-05,1.7e-05,1e-05,4e-06,3e-06,3e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
321_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.093999999999957,49.644741,18.900398,7.978688,0.000157,1.4e-05,1.4e-05,1.3e-05,1.3e-05,1.3e-05,6e-06,4e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.103999999999957,49.527105,18.898659,7.979065,0.000768,6.6e-05,6e-05,6.3e-05,6.2e-05,5.9e-05,2.6e-05,1.7e-05,7e-06,4e-06,4e-06,2e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0
323_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.113999999999956,48.084304,18.904039,7.983544,0.000179,1.7e-05,1.8e-05,1.5e-05,1.5e-05,1.6e-05,7e-06,5e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.123999999999956,43.150321,18.904852,7.993128,0.00074,6.6e-05,6.3e-05,5.8e-05,5.8e-05,6.1e-05,2.7e-05,1.7e-05,7e-06,4e-06,4e-06,2e-06,2e-06,2e-06,1e-06,2e-06,1e-06,1e-06,1e-06,0.0
325_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.133999999999956,42.66181,18.905209,7.99412,0.000548,5.2e-05,5.3e-05,4.5e-05,4.5e-05,4.9e-05,2.2e-05,1.5e-05,6e-06,3e-06,4e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
326_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.143999999999956,42.597812,18.905146,7.99419,0.000618,5.7e-05,5.8e-05,5.1e-05,5.1e-05,5.4e-05,2.5e-05,1.6e-05,7e-06,4e-06,4e-06,2e-06,2e-06,2e-06,1e-06,2e-06,1e-06,1e-06,1e-06,0.0
327_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.153999999999956,42.618098,18.905316,7.994064,0.000467,4.2e-05,4.2e-05,3.7e-05,3.7e-05,3.9e-05,1.8e-05,1.2e-05,5e-06,3e-06,3e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
328_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.163999999999955,41.620993,18.90705,7.996593,0.000452,4e-05,3.8e-05,3.6e-05,3.6e-05,3.6e-05,1.6e-05,1e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
329_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.173999999999955,40.477032,18.908218,8.001925,6.9e-05,7e-06,7e-06,6e-06,5e-06,6e-06,3e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.183999999999955,39.823214,18.909714,8.00595,0.000575,5.1e-05,5.1e-05,4.4e-05,4.4e-05,4.8e-05,2.1e-05,1.6e-05,6e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
331_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.193999999999955,38.077975,18.913724,8.013614,9.7e-05,8e-06,8e-06,8e-06,8e-06,7e-06,3e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.203999999999954,38.039348,18.913689,8.013561,4.9e-05,4e-06,4e-06,4e-06,4e-06,4e-06,2e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.213999999999954,35.343054,18.918848,8.024467,0.000348,3.1e-05,2.8e-05,2.5e-05,2.6e-05,2.7e-05,1.2e-05,9e-06,3e-06,1e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
334_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.223999999999954,32.920673,18.922687,8.029945,0.000723,6.3e-05,5.7e-05,5.8e-05,5.7e-05,5.6e-05,2.4e-05,1.6e-05,6e-06,4e-06,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
335_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.233999999999954,32.694704,18.923086,8.030198,8.1e-05,7e-06,7e-06,6e-06,6e-06,7e-06,3e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.243999999999954,32.543861,18.92309,8.030366,0.000669,5.9e-05,5.6e-05,5.2e-05,5.3e-05,5.4e-05,2.4e-05,1.7e-05,6e-06,3e-06,4e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
337_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.253999999999953,29.386491,18.928761,8.044974,0.000338,3.1e-05,3e-05,2.5e-05,2.5e-05,2.8e-05,1.2e-05,9e-06,3e-06,1e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
338_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.263999999999953,29.559617,18.928185,8.045567,0.000426,3.9e-05,4.1e-05,3.8e-05,3.7e-05,3.7e-05,1.8e-05,1.2e-05,5e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
339_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.273999999999953,28.491328,18.92964,8.050304,5.9e-05,5e-06,5e-06,5e-06,5e-06,5e-06,2e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.283999999999953,27.937304,18.929723,8.052031,9.6e-05,9e-06,9e-06,8e-06,8e-06,8e-06,4e-06,3e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.2939999999999525,23.564715,18.923959,8.050042,0.000382,3.4e-05,3.3e-05,2.8e-05,2.8e-05,3.1e-05,1.3e-05,1.1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0
342_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.303999999999952,21.60098,18.916894,8.056469,8.6e-05,7e-06,6e-06,7e-06,7e-06,6e-06,3e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.313999999999952,20.542858,18.91258,8.059351,9.4e-05,9e-06,9e-06,8e-06,8e-06,8e-06,4e-06,3e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.323999999999952,20.514938,18.912426,8.059366,2.5e-05,2e-06,2e-06,2e-06,2e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.333999999999952,19.585958,18.90902,8.062525,0.000247,2.2e-05,2.3e-05,2.2e-05,2.2e-05,2.1e-05,1e-05,7e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
346_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.343999999999952,19.502527,18.908627,8.062729,0.000454,4.1e-05,4.2e-05,4e-05,3.9e-05,3.8e-05,1.8e-05,1.3e-05,5e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
347_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.353999999999951,19.43528,18.908599,8.062961,0.000254,2.2e-05,2e-05,1.9e-05,1.9e-05,1.9e-05,8e-06,6e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0
348_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.363999999999951,18.386287,18.904895,8.066464,0.000257,2.3e-05,2.3e-05,2.1e-05,2.1e-05,2.2e-05,1e-05,7e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
349_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.373999999999951,11.229281,18.880374,8.090525,0.000364,3.3e-05,3.1e-05,2.9e-05,2.9e-05,3e-05,1.3e-05,9e-06,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
350_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.383999999999951,15.698977,18.895478,8.075802,0.002571,0.000236,0.000241,0.000228,0.000226,0.000221,0.000105,7.5e-05,2.8e-05,1.6e-05,1.7e-05,1.1e-05,7e-06,7e-06,6e-06,7e-06,5e-06,4e-06,3e-06,0.0
351_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.39399999999995,7.125932,18.872779,8.108234,0.002427,0.00021,0.000189,0.000192,0.00019,0.000186,8.1e-05,5.7e-05,2.1e-05,1.2e-05,1.3e-05,8e-06,5e-06,5e-06,5e-06,5e-06,3e-06,3e-06,3e-06,0.0
352_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.40399999999995,2.54638,18.856707,8.124993,0.000382,3.5e-05,3.4e-05,2.8e-05,2.8e-05,3.2e-05,1.4e-05,1.1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0
353_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.41399999999995,2.601817,18.856496,8.1247,0.000509,4.6e-05,4.5e-05,4e-05,4e-05,4.3e-05,1.9e-05,1.3e-05,5e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
354_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.42399999999995,1.557053,18.880871,8.127883,0.000387,3.5e-05,3.3e-05,3.2e-05,3.2e-05,3.2e-05,1.4e-05,1e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
355_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.4339999999999495,0.314366,18.848084,8.13177,0.000253,2.3e-05,2.2e-05,1.9e-05,1.9e-05,2.1e-05,9e-06,7e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0
356_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.44,173.276849,18.731602,8.106667,0.000118,1.1e-05,1.1e-05,1e-05,1e-05,1e-05,5e-06,3e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.640000000000001,141.68976,18.731602,8.328453,0.000377,3.3e-05,3.2e-05,3.1e-05,3.1e-05,2.9e-05,1.3e-05,9e-06,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
358_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.840000000000001,0.787605,18.797586,9.317197,0.000437,4.1e-05,4.1e-05,3.9e-05,3.9e-05,3.7e-05,1.8e-05,1.2e-05,5e-06,3e-06,3e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
