folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_DEC_HP_ELEC,f_DHN_HP_ELEC,f_DEC_DIRECT_ELEC,f_DEC_BOILER_WOOD,f_DHN_BOILER_GAS,f_DEC_BOILER_GAS,f_DEC_BOILER_OIL,f_DHN_BOILER_OIL,f_DHN_BOILER_WOOD,f_DEC_SOLAR,f_DHN_COGEN_WOOD,f_DEC_THHP_GAS,f_DHN_COGEN_GAS,f_DHN_SOLAR,f_DHN_COGEN_WASTE,f_DEC_COGEN_GAS,f_DEC_COGEN_OIL,f_DHN_COGEN_BIO_HYDROLYSIS,f_DHN_COGEN_WET_BIOMASS,f_DEC_ADVCOGEN_H2,f_DEC_ADVCOGEN_GAS,f_DHN_DEEP_GEO
38_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2640000000000002,836.698227,18.731602,8.47859,4.3e-05,4e-06,4e-06,4e-06,4e-06,4e-06,2e-06,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2740000000000002,836.696738,18.731602,8.47855,5.3e-05,5e-06,5e-06,4e-06,4e-06,5e-06,2e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2840000000000005,836.688495,18.731602,8.478565,0.000115,1e-05,1e-05,1e-05,1e-05,9e-06,4e-06,4e-06,1e-06,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2940000000000005,830.226241,18.731602,8.471185,0.000102,9e-06,8e-06,8e-06,8e-06,8e-06,4e-06,3e-06,1e-06,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3040000000000005,826.654727,18.731602,8.447108,6.6e-05,6e-06,6e-06,6e-06,6e-06,6e-06,3e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3140000000000005,818.886129,18.731602,8.392599,8e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3240000000000005,811.719605,18.731602,8.389497,0.000222,2.1e-05,2.1e-05,2e-05,2e-05,1.9e-05,9e-06,7e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
45_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3340000000000003,811.681075,18.731602,8.389414,7.4e-05,7e-06,7e-06,6e-06,6e-06,6e-06,3e-06,3e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3440000000000003,811.685962,18.731602,8.389427,0.000108,1e-05,9e-06,9e-06,9e-06,9e-06,4e-06,4e-06,1e-06,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3540000000000003,811.676966,18.731602,8.389403,0.000113,1e-05,1e-05,9e-06,9e-06,9e-06,4e-06,4e-06,1e-06,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3640000000000003,796.073397,18.731602,8.377031,0.000333,3.2e-05,3.1e-05,3.1e-05,3.1e-05,2.9e-05,1.4e-05,1.1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
49_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3740000000000003,793.719052,18.731602,8.375125,0.00031,2.8e-05,2.6e-05,2.7e-05,2.7e-05,2.5e-05,1.2e-05,9e-06,3e-06,2e-06,1e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
50_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3840000000000003,788.193008,18.731602,8.365876,0.000178,1.6e-05,1.7e-05,1.5e-05,1.5e-05,1.5e-05,7e-06,6e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3940000000000003,788.225028,18.731602,8.365914,0.000323,2.9e-05,2.8e-05,2.7e-05,2.7e-05,2.6e-05,1.2e-05,1.1e-05,3e-06,2e-06,1e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
52_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4040000000000004,788.197822,18.731602,8.365894,0.000405,3.9e-05,3.8e-05,3.3e-05,3.4e-05,3.5e-05,1.6e-05,1.4e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
53_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4140000000000004,788.192756,18.731602,8.365875,0.000126,1.2e-05,1.2e-05,1.1e-05,1.1e-05,1.1e-05,5e-06,4e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4240000000000004,785.596432,18.731602,8.362224,2.2e-05,2e-06,2e-06,2e-06,2e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4340000000000004,785.599247,18.731602,8.36223,0.000432,3.9e-05,3.7e-05,3.6e-05,3.6e-05,3.5e-05,1.6e-05,1.4e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
56_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4440000000000004,785.600144,18.731602,8.362224,0.000152,1.4e-05,1.3e-05,1.3e-05,1.3e-05,1.2e-05,6e-06,5e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4540000000000004,785.596448,18.731602,8.36223,0.000236,2.1e-05,2.1e-05,2.1e-05,2.1e-05,1.9e-05,9e-06,8e-06,3e-06,2e-06,1e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
58_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4640000000000004,781.808324,18.731602,8.356594,6.2e-05,6e-06,5e-06,5e-06,5e-06,5e-06,2e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4740000000000004,774.462312,18.731602,8.324897,0.000459,4.3e-05,4.1e-05,4.1e-05,4e-05,3.8e-05,1.9e-05,1.7e-05,5e-06,3e-06,2e-06,3e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
60_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4840000000000004,759.569873,18.731602,8.311204,0.000196,1.8e-05,1.8e-05,1.8e-05,1.7e-05,1.6e-05,8e-06,7e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
61_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4940000000000004,759.547555,18.731602,8.311185,0.000127,1.1e-05,1e-05,1.1e-05,1.1e-05,1e-05,5e-06,4e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5040000000000004,759.548918,18.731602,8.311179,8.9e-05,8e-06,8e-06,7e-06,7e-06,7e-06,3e-06,3e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5140000000000005,759.548142,18.731602,8.311178,0.000106,1e-05,1e-05,9e-06,9e-06,9e-06,4e-06,4e-06,1e-06,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5240000000000005,753.583148,18.731602,8.305172,0.00025,2.3e-05,2.4e-05,2.1e-05,2.1e-05,2.2e-05,1e-05,9e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
65_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5340000000000005,752.771201,18.731602,8.304346,0.000395,3.6e-05,3.3e-05,3.4e-05,3.4e-05,3.2e-05,1.5e-05,1.2e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
66_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5440000000000005,748.452303,18.731602,8.299362,0.000542,4.9e-05,4.5e-05,4.7e-05,4.7e-05,4.3e-05,2e-05,1.8e-05,5e-06,3e-06,2e-06,3e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
67_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5540000000000005,746.923425,18.731602,8.297594,0.000207,2.1e-05,2e-05,1.8e-05,1.8e-05,1.9e-05,9e-06,7e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
68_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5640000000000005,746.893736,18.731602,8.297565,0.000162,1.5e-05,1.5e-05,1.5e-05,1.5e-05,1.3e-05,7e-06,6e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5740000000000005,746.09658,18.731602,8.29662,4.7e-05,4e-06,4e-06,4e-06,4e-06,4e-06,2e-06,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5840000000000003,740.962282,18.731602,8.290943,0.000151,1.3e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,5e-06,4e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5940000000000003,740.960651,18.731602,8.290946,0.000169,1.6e-05,1.5e-05,1.4e-05,1.4e-05,1.4e-05,6e-06,5e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6040000000000003,740.95247,18.731602,8.290785,7.5e-05,7e-06,6e-06,6e-06,6e-06,6e-06,3e-06,3e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6140000000000003,740.958263,18.731602,8.290909,0.000106,1e-05,1e-05,9e-06,9e-06,9e-06,4e-06,4e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6240000000000006,738.764387,18.731602,8.288856,3.6e-05,3e-06,3e-06,3e-06,3e-06,3e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6340000000000006,738.764681,18.731602,8.288942,5.7e-05,5e-06,5e-06,5e-06,5e-06,5e-06,2e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6440000000000006,738.75821,18.731602,8.288795,0.00054,4.7e-05,4.3e-05,4.6e-05,4.6e-05,4.1e-05,1.9e-05,1.4e-05,5e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
77_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6540000000000006,727.440391,18.731602,8.273995,0.000243,2.2e-05,2e-05,2e-05,2e-05,1.9e-05,9e-06,7e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0
78_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6640000000000006,723.414418,18.731602,8.245739,0.000165,1.5e-05,1.5e-05,1.4e-05,1.4e-05,1.4e-05,7e-06,5e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6740000000000006,721.362084,18.731602,8.242264,0.000147,1.3e-05,1.1e-05,1.2e-05,1.2e-05,1.1e-05,5e-06,5e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6840000000000006,721.362125,18.731602,8.242262,6.8e-05,6e-06,6e-06,6e-06,6e-06,6e-06,3e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6940000000000006,721.35128,18.731602,8.242206,2.7e-05,2e-06,2e-06,2e-06,2e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7040000000000006,720.15371,18.731602,8.242458,6.6e-05,6e-06,5e-06,5e-06,5e-06,5e-06,2e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7140000000000006,720.1505,18.731602,8.242474,0.000147,1.3e-05,1.3e-05,1.3e-05,1.3e-05,1.2e-05,6e-06,5e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7240000000000006,718.197781,18.731602,8.242913,5.6e-05,5e-06,4e-06,4e-06,4e-06,4e-06,2e-06,2e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7340000000000009,715.727004,18.731602,8.243373,0.000299,2.8e-05,2.7e-05,2.7e-05,2.6e-05,2.4e-05,1.2e-05,1.1e-05,3e-06,2e-06,1e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
86_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7440000000000009,715.68675,18.731602,8.243096,0.000562,5.3e-05,5e-05,5e-05,5e-05,4.7e-05,2.3e-05,1.9e-05,6e-06,3e-06,2e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
87_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.754000000000001,714.386765,18.731602,8.233987,0.00025,2.3e-05,2.2e-05,2e-05,2e-05,2.1e-05,9e-06,8e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
88_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.764000000000001,709.640499,18.731602,8.200671,0.000218,2e-05,1.9e-05,1.9e-05,1.9e-05,1.8e-05,8e-06,7e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0
89_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.774000000000001,709.631167,18.731602,8.200615,0.000185,1.7e-05,1.7e-05,1.6e-05,1.6e-05,1.5e-05,7e-06,7e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0
90_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7840000000000007,709.624324,18.731602,8.200568,0.000144,1.2e-05,1.1e-05,1.2e-05,1.2e-05,1.1e-05,5e-06,4e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7940000000000007,709.622999,18.731602,8.200559,4.6e-05,4e-06,4e-06,4e-06,4e-06,4e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8040000000000007,685.623349,18.731602,8.03214,0.000214,1.9e-05,1.7e-05,1.8e-05,1.8e-05,1.6e-05,8e-06,7e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0
93_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8140000000000007,681.888508,18.731602,8.005922,0.000168,1.5e-05,1.4e-05,1.3e-05,1.3e-05,1.3e-05,6e-06,5e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8240000000000007,678.362715,18.731602,7.98119,9.3e-05,8e-06,8e-06,8e-06,8e-06,7e-06,3e-06,3e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8340000000000007,678.370389,18.731601,7.981244,0.000512,4.8e-05,4.6e-05,4.8e-05,4.7e-05,4.3e-05,2.2e-05,2e-05,6e-06,3e-06,3e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
96_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8440000000000007,675.847305,18.741105,7.96354,0.000221,2e-05,1.9e-05,1.8e-05,1.8e-05,1.8e-05,8e-06,7e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8540000000000008,675.830642,18.741135,7.96343,0.000259,2.3e-05,2.2e-05,2.2e-05,2.2e-05,2.1e-05,1e-05,9e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
98_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8640000000000008,664.001029,18.741135,7.880419,0.000195,1.8e-05,1.7e-05,1.7e-05,1.7e-05,1.6e-05,7e-06,7e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
99_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8740000000000008,663.796408,18.741135,7.878986,0.000285,2.8e-05,2.8e-05,2.6e-05,2.6e-05,2.5e-05,1.2e-05,1e-05,3e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
100_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8840000000000008,663.791619,18.741135,7.878942,0.000118,1.1e-05,1e-05,1e-05,1e-05,9e-06,4e-06,4e-06,1e-06,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8940000000000008,662.125486,18.741135,7.867273,0.000522,5e-05,4.8e-05,4.7e-05,4.7e-05,4.5e-05,2.1e-05,1.7e-05,6e-06,3e-06,3e-06,3e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
102_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9040000000000008,657.09121,18.741135,7.831937,0.000179,1.7e-05,1.6e-05,1.4e-05,1.5e-05,1.5e-05,7e-06,6e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9140000000000008,656.892902,18.741134,7.830551,0.000215,1.9e-05,1.7e-05,1.8e-05,1.8e-05,1.7e-05,7e-06,6e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9240000000000008,652.814429,18.741135,7.820925,0.000118,1.1e-05,1e-05,1e-05,1e-05,1e-05,5e-06,4e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9340000000000008,645.339923,18.741135,7.861429,0.000163,1.5e-05,1.4e-05,1.4e-05,1.4e-05,1.3e-05,6e-06,5e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9440000000000008,645.452193,18.741135,7.860591,0.000336,3.2e-05,3e-05,3.1e-05,3.1e-05,2.8e-05,1.4e-05,1.1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
107_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9540000000000008,643.768936,18.741135,7.871563,0.000234,2.2e-05,2e-05,1.8e-05,1.8e-05,1.9e-05,8e-06,7e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0
108_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9640000000000009,643.647701,18.741135,7.871551,0.000288,2.7e-05,2.7e-05,2.5e-05,2.5e-05,2.5e-05,1.2e-05,9e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
109_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9740000000000009,641.598949,18.741135,7.885581,5.5e-05,5e-06,5e-06,5e-06,5e-06,5e-06,2e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9840000000000009,639.742306,18.741135,7.897779,4.3e-05,4e-06,3e-06,3e-06,3e-06,3e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9940000000000009,638.845707,18.741141,7.9016,0.0006,5.9e-05,5.7e-05,4.8e-05,4.8e-05,5.3e-05,2.3e-05,1.8e-05,6e-06,3e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
112_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.004000000000001,624.020741,18.741136,7.86526,0.000166,1.5e-05,1.3e-05,1.4e-05,1.4e-05,1.3e-05,6e-06,4e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0140000000000007,621.668854,18.741141,7.875589,0.00014,1.4e-05,1.3e-05,1.1e-05,1.1e-05,1.2e-05,5e-06,4e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0240000000000005,594.380841,18.810318,7.804294,0.000272,2.4e-05,2.3e-05,2.4e-05,2.4e-05,2.2e-05,1e-05,7e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
115_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0340000000000003,590.740221,18.828552,7.778865,5.2e-05,5e-06,5e-06,5e-06,5e-06,5e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.044,587.66516,18.837139,7.757397,1.9e-05,2e-06,2e-06,2e-06,2e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.054,587.605088,18.836829,7.756982,8e-05,8e-06,8e-06,7e-06,7e-06,7e-06,4e-06,3e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.064,586.047356,18.829586,7.746069,0.000422,4.1e-05,3.9e-05,3.7e-05,3.7e-05,3.7e-05,1.7e-05,1.1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
119_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0739999999999994,576.127257,18.81425,7.676517,0.000593,5.7e-05,5.3e-05,4.9e-05,5e-05,5e-05,2.2e-05,1.5e-05,6e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
120_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.083999999999999,570.59089,18.814435,7.671755,8.2e-05,7e-06,6e-06,7e-06,7e-06,6e-06,3e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
