folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_IND_DIRECT_ELEC,f_IND_BOILER_GAS,f_IND_COGEN_GAS,f_IND_BOILER_WOOD,f_IND_BOILER_OIL,f_IND_BOILER_WASTE,f_IND_BOILER_COAL,f_IND_COGEN_WOOD,f_IND_COGEN_WASTE
270_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.583999999999967,142.142485,17.323359,6.238818,5.313265,4.063453,1.2e-05,5e-06,3e-06,2e-06,0.0
271_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.593999999999967,138.814058,17.329158,6.239502,5.312997,4.054211,3.6e-05,1.5e-05,9e-06,6e-06,1e-06
272_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.603999999999967,138.80115,17.329158,6.239234,5.313103,4.061376,1.6e-05,7e-06,4e-06,2e-06,1e-06
273_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.613999999999967,138.804148,17.329125,6.239329,5.313002,4.077599,3.6e-05,1.5e-05,9e-06,6e-06,1e-06
274_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6239999999999664,137.68252,17.330754,6.23943,5.31302,4.056759,1.6e-05,7e-06,4e-06,2e-06,1e-06
275_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.633999999999966,135.557619,17.330629,6.2396,5.313321,4.06024,9e-06,4e-06,2e-06,1e-06,0.0
276_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.643999999999966,135.495427,17.330364,6.23996,5.313216,4.063857,2.2e-05,9e-06,5e-06,4e-06,1e-06
277_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6539999999999657,132.907354,17.32654,6.240978,5.314111,4.042023,4.3e-05,1.8e-05,1.1e-05,6e-06,1e-06
278_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6639999999999655,132.157175,17.325338,6.240947,5.31443,4.042434,3.2e-05,1.3e-05,8e-06,6e-06,1e-06
279_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.673999999999965,132.150599,17.325178,6.240748,5.31456,4.043673,1.3e-05,5e-06,3e-06,2e-06,0.0
280_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.683999999999965,129.126903,17.325071,6.241404,5.314843,4.043757,2.9e-05,1.2e-05,7e-06,4e-06,1e-06
281_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.693999999999965,119.2221,17.32865,6.242893,5.314383,4.069698,1.6e-05,7e-06,4e-06,3e-06,1e-06
282_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7039999999999647,118.087052,17.327386,6.243216,5.314252,4.067438,2.3e-05,1e-05,6e-06,4e-06,1e-06
283_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.713999999999965,116.165456,17.328038,6.24333,5.313871,4.071126,2.4e-05,1e-05,6e-06,4e-06,1e-06
284_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.723999999999964,115.526224,17.32826,6.243663,5.313972,4.077788,2.5e-05,1.1e-05,6e-06,4e-06,1e-06
285_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.733999999999964,115.010872,17.327496,6.243895,5.313882,4.072615,1.9e-05,8e-06,5e-06,3e-06,1e-06
286_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.743999999999964,114.878922,17.327543,6.243523,5.313889,4.075087,1.2e-05,5e-06,3e-06,2e-06,0.0
287_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.753999999999964,114.882048,17.32763,6.24354,5.313865,4.074869,1e-05,4e-06,2e-06,2e-06,0.0
288_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7639999999999634,114.734498,17.328252,6.243547,5.313607,4.074614,2.2e-05,9e-06,5e-06,4e-06,1e-06
289_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.773999999999963,114.708523,17.327942,6.243486,5.31391,4.075774,1.2e-05,5e-06,3e-06,2e-06,0.0
290_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.783999999999963,114.709755,17.327986,6.243509,5.313847,4.076616,1.3e-05,5e-06,3e-06,2e-06,0.0
291_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7939999999999623,112.130938,17.327358,6.24427,5.313373,4.072189,3.7e-05,1.6e-05,1e-05,6e-06,1e-06
292_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8039999999999625,108.138709,17.326855,6.245075,5.314426,4.078192,1.8e-05,8e-06,5e-06,3e-06,1e-06
293_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8139999999999614,106.906515,17.32627,6.245486,5.31429,4.075566,3.7e-05,1.6e-05,9e-06,6e-06,1e-06
294_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.823999999999962,105.323909,17.324406,6.245764,5.314368,4.073979,1.5e-05,6e-06,4e-06,3e-06,1e-06
295_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.833999999999962,105.065549,17.324178,6.246154,5.314236,4.068645,3.4e-05,1.4e-05,8e-06,5e-06,1e-06
296_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8439999999999617,104.128585,17.324078,6.245986,5.314292,4.074003,1.2e-05,5e-06,3e-06,2e-06,0.0
297_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8539999999999615,97.054691,17.32201,6.248366,5.314055,4.077163,4e-05,1.6e-05,9e-06,6e-06,1e-06
298_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.863999999999961,97.056601,17.322008,6.248381,5.314047,4.077169,2.9e-05,1.2e-05,7e-06,5e-06,1e-06
299_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.873999999999961,95.455931,17.321521,6.248973,5.313764,4.072238,5.3e-05,2.2e-05,1.3e-05,8e-06,2e-06
300_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.883999999999961,88.473512,17.318492,6.248946,5.313557,4.076616,1.8e-05,8e-06,5e-06,3e-06,1e-06
301_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8939999999999606,88.545131,17.318502,6.249256,5.313395,4.076868,3.7e-05,1.6e-05,1e-05,6e-06,1e-06
302_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.90399999999996,88.377871,17.318484,6.249333,5.313363,4.076776,3.3e-05,1.3e-05,8e-06,5e-06,1e-06
303_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.91399999999996,88.387669,17.318477,6.248913,5.313504,4.076645,2.8e-05,1.2e-05,7e-06,5e-06,1e-06
304_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.92399999999996,82.768352,17.318807,6.249969,5.312729,4.082424,4e-05,1.7e-05,1e-05,7e-06,1e-06
305_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.93399999999996,76.386787,17.312715,6.251405,5.31196,4.08384,3.8e-05,1.5e-05,9e-06,6e-06,1e-06
306_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.94399999999996,72.139283,17.303631,6.251087,5.312734,4.093567,2.3e-05,1e-05,6e-06,4e-06,1e-06
307_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.9539999999999593,67.844242,17.292289,6.252102,5.313321,4.081997,1.8e-05,8e-06,4e-06,3e-06,1e-06
308_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.963999999999959,67.801419,17.292364,6.252266,5.313217,4.080373,3.4e-05,1.4e-05,8e-06,6e-06,1e-06
309_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.973999999999959,67.768435,17.291938,6.252076,5.313404,4.082584,1.7e-05,7e-06,4e-06,3e-06,1e-06
310_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.983999999999959,64.775128,17.288846,6.253097,5.313136,4.082435,2.4e-05,1e-05,6e-06,4e-06,1e-06
311_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.9939999999999594,64.270557,17.286201,6.253269,5.313238,4.083659,2.9e-05,1.2e-05,7e-06,5e-06,1e-06
312_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.003999999999959,63.751055,17.285179,6.253418,5.313288,4.084716,8e-06,3e-06,2e-06,1e-06,0.0
313_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.013999999999959,57.038544,17.275469,6.255083,5.313041,4.093569,3.6e-05,1.5e-05,8e-06,6e-06,1e-06
314_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.023999999999958,56.997135,17.277079,6.254217,5.31321,4.103256,1e-05,4e-06,2e-06,2e-06,0.0
315_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.033999999999958,52.800314,17.26758,6.256229,5.312996,4.099351,4.2e-05,1.8e-05,1e-05,6e-06,1e-06
316_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.043999999999958,52.159295,17.266172,6.256341,5.31293,4.100416,4.7e-05,2e-05,1.2e-05,7e-06,2e-06
317_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.053999999999958,51.627875,17.267441,6.255353,5.313109,4.113099,1e-05,4e-06,2e-06,2e-06,0.0
318_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.063999999999957,51.631554,17.265054,6.256417,5.312937,4.099586,3.4e-05,1.4e-05,8e-06,6e-06,1e-06
319_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.073999999999957,51.636428,17.267393,6.255368,5.313016,4.112343,2.7e-05,1.1e-05,7e-06,4e-06,1e-06
320_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.083999999999957,51.292309,17.264457,6.25609,5.31308,4.104158,3.3e-05,1.4e-05,8e-06,5e-06,1e-06
321_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.093999999999957,49.644741,17.261378,6.256085,5.313395,4.105642,1.1e-05,5e-06,3e-06,2e-06,0.0
322_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.103999999999957,49.527105,17.261131,6.256391,5.313389,4.093576,5.5e-05,2.2e-05,1.3e-05,8e-06,2e-06
323_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.113999999999956,48.084304,17.263604,6.254163,5.310371,4.107121,1.3e-05,6e-06,3e-06,2e-06,1e-06
324_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.123999999999956,43.150321,17.252525,6.255454,5.309847,4.088224,4.9e-05,2e-05,1.2e-05,8e-06,2e-06
325_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.133999999999956,42.66181,17.251699,6.255497,5.309974,4.088068,4e-05,1.7e-05,1e-05,7e-06,1e-06
326_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.143999999999956,42.597812,17.251194,6.255597,5.310013,4.087827,4.5e-05,1.9e-05,1.1e-05,7e-06,2e-06
327_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.153999999999956,42.618098,17.251562,6.255516,5.309995,4.088086,3.2e-05,1.4e-05,8e-06,5e-06,1e-06
328_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.163999999999955,41.620993,17.248274,6.255716,5.310135,4.087848,3.1e-05,1.3e-05,7e-06,5e-06,1e-06
329_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.173999999999955,40.477032,17.245986,6.255795,5.310244,4.087837,5e-06,2e-06,1e-06,1e-06,0.0
330_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.183999999999955,39.823214,17.243799,6.2559,5.310141,4.088015,3.7e-05,1.5e-05,9e-06,6e-06,1e-06
331_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.193999999999955,38.077975,17.240302,6.255698,5.309995,4.083271,6e-06,3e-06,2e-06,1e-06,0.0
332_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.203999999999954,38.039348,17.240157,6.255708,5.309999,4.081997,4e-06,2e-06,1e-06,1e-06,0.0
333_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.213999999999954,35.343054,17.233516,6.255775,5.30988,4.068755,2.1e-05,9e-06,5e-06,4e-06,1e-06
334_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.223999999999954,32.920673,17.227793,6.25582,5.309776,4.04506,4.9e-05,2.1e-05,1.2e-05,7e-06,2e-06
335_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.233999999999954,32.694704,17.22748,6.255819,5.309799,4.042497,6e-06,2e-06,1e-06,1e-06,0.0
336_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.243999999999954,32.543861,17.227608,6.255817,5.309768,4.039917,4.4e-05,1.8e-05,1e-05,7e-06,2e-06
337_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.253999999999953,29.386491,17.220292,6.25592,5.309719,4.023076,2e-05,9e-06,5e-06,4e-06,1e-06
338_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.263999999999953,29.559617,17.2196,6.256039,5.30979,4.026786,3.4e-05,1.4e-05,9e-06,5e-06,1e-06
339_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.273999999999953,28.491328,17.216549,6.256295,5.309912,4.023467,5e-06,2e-06,1e-06,1e-06,0.0
340_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.283999999999953,27.937304,17.215941,6.25638,5.309996,4.021356,8e-06,3e-06,2e-06,1e-06,0.0
341_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.2939999999999525,23.564715,17.213859,6.256738,5.311544,3.938315,2.3e-05,1e-05,5e-06,4e-06,1e-06
342_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.303999999999952,21.60098,17.214093,6.257209,5.312231,3.936456,5e-06,2e-06,1e-06,1e-06,0.0
343_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.313999999999952,20.542858,17.214195,6.257488,5.312635,3.937008,7e-06,3e-06,2e-06,1e-06,0.0
344_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.323999999999952,20.514938,17.214234,6.257501,5.312663,3.933686,2e-06,1e-06,0.0,0.0,0.0
345_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.333999999999952,19.585958,17.214599,6.257715,5.312945,3.933197,2e-05,8e-06,5e-06,3e-06,1e-06
346_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.343999999999952,19.502527,17.214693,6.257732,5.312962,3.933233,3.5e-05,1.5e-05,9e-06,6e-06,1e-06
347_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.353999999999951,19.43528,17.214685,6.257721,5.312987,3.933118,1.6e-05,7e-06,4e-06,3e-06,1e-06
348_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.363999999999951,18.386287,17.215175,6.257954,5.313315,3.932684,1.9e-05,8e-06,5e-06,3e-06,1e-06
349_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.373999999999951,11.229281,17.218011,6.259418,5.315507,3.929967,2.4e-05,1e-05,6e-06,4e-06,1e-06
350_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.383999999999951,15.698977,17.215982,6.258476,5.313965,3.932128,0.000203,8.6e-05,5.1e-05,3.2e-05,7e-06
351_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.39399999999995,7.125932,17.216074,6.259731,5.315954,3.928915,0.00016,6.5e-05,3.8e-05,2.5e-05,5e-06
352_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.40399999999995,2.54638,17.220405,6.260501,5.317447,3.926849,2.2e-05,9e-06,5e-06,4e-06,1e-06
353_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.41399999999995,2.601817,17.220617,6.260471,5.317434,3.926911,3.3e-05,1.4e-05,8e-06,6e-06,1e-06
354_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.42399999999995,1.557053,17.203395,6.259046,5.316945,3.927577,2.8e-05,1.2e-05,7e-06,4e-06,1e-06
355_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.4339999999999495,0.314366,17.221554,6.261074,5.318247,3.925742,1.5e-05,6e-06,4e-06,3e-06,1e-06
356_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.44,173.276849,17.220968,6.252432,5.337891,4.025375,9e-06,4e-06,2e-06,1e-06,0.0
357_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.640000000000001,141.68976,17.209242,6.248736,5.330682,4.004012,2.7e-05,1.2e-05,7e-06,4e-06,1e-06
358_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.840000000000001,0.787605,17.165625,6.224755,5.294189,3.960491,3.6e-05,1.6e-05,1e-05,5e-06,1e-06
