folder,techno_modifiee,gwp_constr,f_BATT_LI,f_PHS,f_TS_DEC_HP_ELEC,f_TS_HIGH_TEMP,f_CAR_FUEL_CELL,f_CAR_HEV,f_CAR_DIESEL,f_CAR_NG,f_CAR_METHANOL,f_CAR_GASOLINE,f_CAR_PHEV,f_CAR_BEV
124_IS_Techno_TS_DEC_HP_ELEC_gwp68,TS_DEC_HP_ELEC,67.62,,,2.256962,,178.344963,1.281428,1.40289,4.141562,1.106787,1.095461,1.9e-05,6e-06
125_IS_Techno_TS_DEC_HP_ELEC_gwp68,TS_DEC_HP_ELEC,68.12,,,2.256953,,179.497633,2.78915,3.525113,13.041327,1.11231,1.164614,6.6e-05,2.2e-05
126_IS_Techno_TS_DEC_HP_ELEC_gwp69,TS_DEC_HP_ELEC,68.62,,,2.256963,,177.077234,3.931805,3.226435,4.971108,1.671137,2.208352,4e-06,1e-06
127_IS_Techno_TS_DEC_HP_ELEC_gwp69,TS_DEC_HP_ELEC,69.12,,,2.141823,,186.403532,2.73202,5.348596,2.075414,1.321974,2.690944,7.5e-05,2.6e-05
128_IS_Techno_TS_DEC_HP_ELEC_gwp70,TS_DEC_HP_ELEC,69.62,,,2.141703,,176.982365,4.2055,6.313846,2.417943,2.874307,3.973935,9e-06,3e-06
129_IS_Techno_TS_DEC_HP_ELEC_gwp70,TS_DEC_HP_ELEC,70.12,,,2.141704,,177.091101,2.467407,2.003191,3.622675,1.463366,1.881528,1.9e-05,7e-06
130_IS_Techno_TS_DEC_HP_ELEC_gwp71,TS_DEC_HP_ELEC,70.62,,,2.141704,,179.160966,1.181033,1.560843,1.382656,1.214465,1.962365,4e-06,1e-06
131_IS_Techno_TS_DEC_HP_ELEC_gwp71,TS_DEC_HP_ELEC,71.12,,,2.141705,,177.782835,1.422707,1.660731,1.141761,3.944837,1.050777,2.8e-05,1e-05
132_IS_Techno_TS_DEC_HP_ELEC_gwp72,TS_DEC_HP_ELEC,71.62,,,2.141704,,177.304219,3.249994,5.183209,1.575841,3.41687,1.189585,1e-05,3e-06
133_IS_Techno_TS_DEC_HP_ELEC_gwp72,TS_DEC_HP_ELEC,72.12,,,2.141704,,177.873742,3.422775,3.863956,9.7504,2.113377,2.475113,1.1e-05,4e-06
134_IS_Techno_TS_DEC_HP_ELEC_gwp73,TS_DEC_HP_ELEC,72.62,,,2.141702,,177.158306,2.823416,5.197463,8.77113,1.997885,2.805371,2.8e-05,1e-05
135_IS_Techno_TS_DEC_HP_ELEC_gwp73,TS_DEC_HP_ELEC,73.12,,,2.141703,,179.786835,1.976494,1.376551,2.310086,1.890325,0.904922,1.2e-05,4e-06
136_IS_Techno_TS_DEC_HP_ELEC_gwp74,TS_DEC_HP_ELEC,73.62,,,2.141703,,177.092374,1.166201,3.236344,1.19096,1.714444,1.494003,6.5e-05,2.1e-05
137_IS_Techno_TS_DEC_HP_ELEC_gwp74,TS_DEC_HP_ELEC,74.12,,,2.141704,,185.265751,2.086007,6.856915,2.694456,1.257973,1.080388,5.1e-05,1.8e-05
138_IS_Techno_TS_DEC_HP_ELEC_gwp75,TS_DEC_HP_ELEC,74.62,,,2.1417,,178.744603,1.778823,1.03804,2.16735,1.565586,2.325457,5.5e-05,1.9e-05
139_IS_Techno_TS_DEC_HP_ELEC_gwp75,TS_DEC_HP_ELEC,75.12,,,2.141701,,180.713178,37.694545,5.214796,1.572383,1.021795,3.690228,3.1e-05,1.1e-05
140_IS_Techno_TS_DEC_HP_ELEC_gwp76,TS_DEC_HP_ELEC,75.62,,,2.141702,,177.259735,1.038564,1.133492,1.129865,1.106543,1.083167,6.9e-05,2.3e-05
141_IS_Techno_TS_DEC_HP_ELEC_gwp76,TS_DEC_HP_ELEC,76.12,,,2.141699,,181.91123,11.74136,5.518599,0.970984,1.744943,1.031743,1.9e-05,6e-06
142_IS_Techno_TS_DEC_HP_ELEC_gwp77,TS_DEC_HP_ELEC,76.62,,,2.141701,,181.267284,3.911497,8.509843,1.342504,3.158665,1.391323,4.8e-05,1.6e-05
143_IS_Techno_TS_DEC_HP_ELEC_gwp77,TS_DEC_HP_ELEC,77.12,,,2.141703,,185.589177,5.465576,2.247275,7.172963,1.331511,2.37784,3.3e-05,1.2e-05
144_IS_Techno_TS_DEC_HP_ELEC_gwp78,TS_DEC_HP_ELEC,77.62,,,2.141703,,176.998376,6.850205,2.811545,17.322903,2.216328,3.127734,1e-05,3e-06
145_IS_Techno_TS_DEC_HP_ELEC_gwp78,TS_DEC_HP_ELEC,78.12,,,2.141704,,182.347749,1.113831,0.671326,5.471112,1.868094,1.05304,1.6e-05,5e-06
146_IS_Techno_TS_DEC_HP_ELEC_gwp79,TS_DEC_HP_ELEC,78.62,,,2.141702,,179.3116,1.045394,3.736702,1.816512,1.077712,0.943519,2.2e-05,8e-06
147_IS_Techno_TS_DEC_HP_ELEC_gwp79,TS_DEC_HP_ELEC,79.12,,,2.141703,,183.126232,1.428985,8.039933,0.965163,1.803026,3.326058,1.8e-05,7e-06
148_IS_Techno_TS_DEC_HP_ELEC_gwp80,TS_DEC_HP_ELEC,79.62,,,2.141704,,177.551151,2.691059,4.544683,2.593998,2.994765,2.180209,5e-06,2e-06
149_IS_Techno_TS_DEC_HP_ELEC_gwp80,TS_DEC_HP_ELEC,80.12,,,2.141667,,184.254383,5.179972,7.359119,2.236048,1.22964,2.941706,7.1e-05,2.6e-05
150_IS_Techno_TS_DEC_HP_ELEC_gwp81,TS_DEC_HP_ELEC,80.62,,,2.141694,,177.148625,1.472382,9.287607,2.143868,1.492442,0.575714,6.6e-05,2.1e-05
151_IS_Techno_TS_DEC_HP_ELEC_gwp81,TS_DEC_HP_ELEC,81.12,,,2.141662,,186.987707,1.64198,9.770071,8.296941,1.094976,3.099021,4.2e-05,1.6e-05
0_IS_Techno_TS_HIGH_TEMP_gwp6,TS_HIGH_TEMP,5.89,,,,70.194919,177.003228,2.464583,1.108947,2.843635,0.960862,2.106714,5.3e-05,1.9e-05
1_IS_Techno_TS_HIGH_TEMP_gwp6,TS_HIGH_TEMP,6.39,,,,70.19607,177.258133,3.628317,4.050528,1.617767,1.571754,1.825099,5e-06,2e-06
2_IS_Techno_TS_HIGH_TEMP_gwp7,TS_HIGH_TEMP,6.89,,,,70.195915,178.873807,6.321555,3.761138,3.727461,2.605408,2.112317,9e-06,3e-06
3_IS_Techno_TS_HIGH_TEMP_gwp7,TS_HIGH_TEMP,7.39,,,,70.195057,194.891203,10.482058,0.919163,8.673015,1.927419,1.290418,3.3e-05,1.2e-05
4_IS_Techno_TS_HIGH_TEMP_gwp8,TS_HIGH_TEMP,7.89,,,,70.194379,177.315059,2.243794,8.681306,1.054483,6.742495,2.068763,5.1e-05,1.7e-05
5_IS_Techno_TS_HIGH_TEMP_gwp8,TS_HIGH_TEMP,8.39,,,,70.1944,181.211546,0.63169,1.760957,4.919488,0.857893,1.98408,4.8e-05,1.6e-05
6_IS_Techno_TS_HIGH_TEMP_gwp9,TS_HIGH_TEMP,8.89,,,,70.195149,186.176388,5.968477,3.919575,10.425629,1.012805,2.808628,2.7e-05,8e-06
7_IS_Techno_TS_HIGH_TEMP_gwp9,TS_HIGH_TEMP,9.39,,,,70.194569,177.345123,3.166947,1.070161,1.850324,0.887961,1.462465,6.1e-05,1.9e-05
8_IS_Techno_TS_HIGH_TEMP_gwp10,TS_HIGH_TEMP,9.89,,,,70.19435,176.978804,4.720277,7.587434,2.145915,1.208695,2.351954,3.7e-05,1.4e-05
9_IS_Techno_TS_HIGH_TEMP_gwp10,TS_HIGH_TEMP,10.39,,,,70.195954,180.090392,13.17587,3.833407,2.56381,2.196476,1.552287,6e-06,2e-06
10_IS_Techno_TS_HIGH_TEMP_gwp11,TS_HIGH_TEMP,10.89,,,,70.194496,184.61927,1.580336,1.38136,3.158624,0.933613,3.873278,3.4e-05,1.2e-05
11_IS_Techno_TS_HIGH_TEMP_gwp11,TS_HIGH_TEMP,11.39,,,,70.19239,177.270922,2.08161,2.163982,3.71062,9.584803,2.321983,5.7e-05,1.9e-05
12_IS_Techno_TS_HIGH_TEMP_gwp12,TS_HIGH_TEMP,11.89,,,,70.193786,177.781746,2.17886,4.343668,9.024668,2.797555,1.338464,3.2e-05,1.1e-05
13_IS_Techno_TS_HIGH_TEMP_gwp12,TS_HIGH_TEMP,12.39,,,,70.194482,177.205067,4.15756,3.576016,5.895254,1.271153,2.198793,2.1e-05,8e-06
14_IS_Techno_TS_HIGH_TEMP_gwp13,TS_HIGH_TEMP,12.89,,,,70.194542,178.829759,3.176896,9.975005,5.412116,4.919718,1.193011,2.6e-05,9e-06
15_IS_Techno_TS_HIGH_TEMP_gwp13,TS_HIGH_TEMP,13.39,,,,70.193413,177.044192,2.261126,4.78075,2.91736,1.593085,2.118578,1.8e-05,6e-06
16_IS_Techno_TS_HIGH_TEMP_gwp14,TS_HIGH_TEMP,13.89,,,,70.193587,178.942206,2.568576,4.787048,9.279392,1.242122,4.231535,1.9e-05,7e-06
17_IS_Techno_TS_HIGH_TEMP_gwp14,TS_HIGH_TEMP,14.39,,,,70.178646,198.631261,3.472558,4.108497,6.382858,1.832516,5.523545,5.9e-05,2.2e-05
18_IS_Techno_TS_HIGH_TEMP_gwp15,TS_HIGH_TEMP,14.89,,,,70.190213,183.882684,1.812525,1.765201,1.603941,1.58699,3.707191,2.6e-05,1e-05
19_IS_Techno_TS_HIGH_TEMP_gwp15,TS_HIGH_TEMP,15.39,,,,70.187598,176.992419,62.206579,16.022151,2.61223,2.010821,4.569871,3.4e-05,1.2e-05
20_IS_Techno_TS_HIGH_TEMP_gwp16,TS_HIGH_TEMP,15.89,,,,70.184172,177.010953,1.05851,2.372532,1.098107,1.094085,0.65001,6.3e-05,2.2e-05
21_IS_Techno_TS_HIGH_TEMP_gwp16,TS_HIGH_TEMP,16.39,,,,70.155442,183.700577,3.547983,3.777865,1.39764,1.003727,1.91037,5.9e-05,2e-05
22_IS_Techno_TS_HIGH_TEMP_gwp17,TS_HIGH_TEMP,16.89,,,,70.192175,200.09533,1.654845,1.636069,1.963967,0.710436,2.466145,9e-06,3e-06
23_IS_Techno_TS_HIGH_TEMP_gwp17,TS_HIGH_TEMP,17.39,,,,70.180225,184.295136,3.95362,3.1721,23.263187,1.430307,3.207978,1.7e-05,5e-06
24_IS_Techno_TS_HIGH_TEMP_gwp18,TS_HIGH_TEMP,17.89,,,,70.178891,177.6042,10.139827,7.636324,8.62427,0.876545,2.075163,2.8e-05,1e-05
25_IS_Techno_TS_HIGH_TEMP_gwp18,TS_HIGH_TEMP,18.39,,,,70.084603,177.091129,1.077973,1.234526,3.20511,0.79006,1.395318,5.2e-05,1.7e-05
26_IS_Techno_TS_HIGH_TEMP_gwp19,TS_HIGH_TEMP,18.89,,,,70.069644,177.595622,2.666259,2.775013,7.453457,1.527792,4.050238,7.4e-05,2.9e-05
27_IS_Techno_TS_HIGH_TEMP_gwp19,TS_HIGH_TEMP,19.39,,,,70.069675,177.230519,0.912857,5.523907,5.425426,1.029216,5.591317,4.7e-05,1.6e-05
28_IS_Techno_TS_HIGH_TEMP_gwp20,TS_HIGH_TEMP,19.89,,,,70.067383,188.835279,3.277686,4.808004,4.619321,0.968717,4.530514,4.7e-05,1.8e-05
29_IS_Techno_TS_HIGH_TEMP_gwp20,TS_HIGH_TEMP,20.39,,,,70.05704,191.883354,2.031915,3.723917,2.739702,0.792798,1.137921,7.7e-05,2.6e-05
30_IS_Techno_TS_HIGH_TEMP_gwp21,TS_HIGH_TEMP,20.89,,,,70.054967,177.443925,0.987765,0.864821,1.37989,1.74863,2.363567,8.5e-05,3e-05
31_IS_Techno_TS_HIGH_TEMP_gwp21,TS_HIGH_TEMP,21.39,,,,70.052794,177.085802,3.745725,11.166356,2.731811,1.035322,3.755849,4.9e-05,1.8e-05
32_IS_Techno_TS_HIGH_TEMP_gwp22,TS_HIGH_TEMP,21.89,,,,70.053127,178.396815,3.069228,6.313179,1.234546,3.501645,1.365,7.1e-05,2.5e-05
33_IS_Techno_TS_HIGH_TEMP_gwp22,TS_HIGH_TEMP,22.39,,,,70.050387,177.511621,1.123183,0.819685,0.617746,1.168456,1.867685,2.3e-05,9e-06
34_IS_Techno_TS_HIGH_TEMP_gwp23,TS_HIGH_TEMP,22.89,,,,70.042891,179.62075,1.800743,4.060391,1.962953,1.567807,1.415552,0.000105,3.9e-05
35_IS_Techno_TS_HIGH_TEMP_gwp23,TS_HIGH_TEMP,23.39,,,,70.044336,191.345588,12.317609,8.519981,3.552102,10.670988,9.233891,5.4e-05,1.8e-05
36_IS_Techno_TS_HIGH_TEMP_gwp24,TS_HIGH_TEMP,23.89,,,,70.044587,178.780685,4.194537,0.968895,1.095811,3.066332,1.283434,3.6e-05,1.3e-05
37_IS_Techno_TS_HIGH_TEMP_gwp24,TS_HIGH_TEMP,24.39,,,,70.044958,177.138102,3.218218,1.895141,5.038067,1.594554,2.569147,4e-05,1.5e-05
38_IS_Techno_TS_HIGH_TEMP_gwp25,TS_HIGH_TEMP,24.89,,,,70.043571,193.778321,1.094358,5.155474,0.741423,2.086598,2.049493,1.7e-05,6e-06
39_IS_Techno_TS_HIGH_TEMP_gwp25,TS_HIGH_TEMP,25.39,,,,70.04255,179.139356,1.607548,1.096717,8.896741,2.189362,0.720373,7e-06,3e-06
40_IS_Techno_TS_HIGH_TEMP_gwp26,TS_HIGH_TEMP,25.89,,,,69.998775,188.340888,3.689535,8.280871,4.414623,1.524682,3.970959,4.7e-05,2e-05
41_IS_Techno_TS_HIGH_TEMP_gwp26,TS_HIGH_TEMP,26.39,,,,69.944904,184.51406,0.876173,2.217099,7.875707,0.801159,0.799657,8e-05,2.8e-05
42_IS_Techno_TS_HIGH_TEMP_gwp27,TS_HIGH_TEMP,26.89,,,,69.869235,193.285792,4.899813,2.557952,0.677056,0.777473,8.627389,3.9e-05,1.4e-05
43_IS_Techno_TS_HIGH_TEMP_gwp27,TS_HIGH_TEMP,27.39,,,,69.781344,177.77522,2.678597,4.178187,8.180172,1.103923,1.8427,6e-05,2e-05
44_IS_Techno_TS_HIGH_TEMP_gwp28,TS_HIGH_TEMP,27.89,,,,69.767534,181.254345,3.326993,2.550344,1.528298,1.298263,2.528828,7.4e-05,2.7e-05
45_IS_Techno_TS_HIGH_TEMP_gwp28,TS_HIGH_TEMP,28.39,,,,69.758011,178.401507,4.039768,5.494461,2.19377,5.087469,2.132579,9.5e-05,3.4e-05
46_IS_Techno_TS_HIGH_TEMP_gwp29,TS_HIGH_TEMP,28.89,,,,69.754675,177.120703,2.915498,2.569014,1.819188,2.299095,1.666581,6.2e-05,2.3e-05
47_IS_Techno_TS_HIGH_TEMP_gwp29,TS_HIGH_TEMP,29.39,,,,69.716063,177.152296,1.642653,4.250649,4.151722,1.236287,1.420595,9.4e-05,3.5e-05
48_IS_Techno_TS_HIGH_TEMP_gwp30,TS_HIGH_TEMP,29.89,,,,69.693682,179.352613,2.237952,5.833329,6.20114,2.794346,7.193315,1.9e-05,6e-06
49_IS_Techno_TS_HIGH_TEMP_gwp30,TS_HIGH_TEMP,30.39,,,,69.681392,177.028989,0.96467,1.075541,1.089918,1.098257,1.1084,9.5e-05,3.4e-05
50_IS_Techno_TS_HIGH_TEMP_gwp31,TS_HIGH_TEMP,30.89,,,,69.614724,177.451152,9.00653,11.996302,8.44303,1.292324,3.867755,2.9e-05,9e-06
51_IS_Techno_TS_HIGH_TEMP_gwp31,TS_HIGH_TEMP,31.39,,,,69.245858,177.531112,1.66057,1.40485,1.321083,1.060834,1.112158,0.000727,0.000216
52_IS_Techno_TS_HIGH_TEMP_gwp32,TS_HIGH_TEMP,31.89,,,,69.279357,177.687173,1.240124,1.456195,1.581844,2.018077,1.375214,4.1e-05,1.5e-05
53_IS_Techno_TS_HIGH_TEMP_gwp32,TS_HIGH_TEMP,32.39,,,,69.268748,177.017513,1.82927,7.889123,0.991422,1.662491,2.612611,8.7e-05,3.1e-05
54_IS_Techno_TS_HIGH_TEMP_gwp33,TS_HIGH_TEMP,32.89,,,,69.238708,180.263698,1.214508,4.87152,1.165753,1.551468,1.311461,5.5e-05,2.1e-05
55_IS_Techno_TS_HIGH_TEMP_gwp33,TS_HIGH_TEMP,33.39,,,,69.21629,177.380392,1.386343,1.647565,3.613741,1.05084,1.28722,7.2e-05,2.7e-05
56_IS_Techno_TS_HIGH_TEMP_gwp34,TS_HIGH_TEMP,33.89,,,,68.958966,178.206477,3.728885,2.808888,1.791621,4.076266,2.435068,9.2e-05,3.4e-05
57_IS_Techno_TS_HIGH_TEMP_gwp34,TS_HIGH_TEMP,34.39,,,,68.642511,180.81479,4.802138,4.228756,5.825305,2.930236,2.390664,7e-06,2e-06
58_IS_Techno_TS_HIGH_TEMP_gwp35,TS_HIGH_TEMP,34.89,,,,68.623708,177.006367,1.269204,0.555023,0.965897,4.229197,3.326684,7e-06,3e-06
59_IS_Techno_TS_HIGH_TEMP_gwp35,TS_HIGH_TEMP,35.39,,,,67.569095,181.803694,1.526416,1.269599,7.87894,2.160252,4.012491,6e-05,2.1e-05
60_IS_Techno_TS_HIGH_TEMP_gwp36,TS_HIGH_TEMP,35.89,,,,67.552282,191.049462,1.219804,5.950414,1.681137,4.728693,1.743758,2.3e-05,9e-06
61_IS_Techno_TS_HIGH_TEMP_gwp36,TS_HIGH_TEMP,36.39,,,,67.215438,190.873011,1.71139,3.969817,6.942769,0.731407,2.171662,9.6e-05,3.6e-05
62_IS_Techno_TS_HIGH_TEMP_gwp37,TS_HIGH_TEMP,36.89,,,,66.741138,190.218273,1.563754,1.757786,5.654966,0.814566,1.295118,6.9e-05,2.5e-05
63_IS_Techno_TS_HIGH_TEMP_gwp37,TS_HIGH_TEMP,37.39,,,,66.741098,185.377755,1.45318,1.522036,4.75966,1.100789,4.871314,6.7e-05,2.4e-05
64_IS_Techno_TS_HIGH_TEMP_gwp38,TS_HIGH_TEMP,37.89,,,,66.657793,177.815516,2.087657,3.821927,4.34115,2.197986,1.963381,9.9e-05,3.4e-05
65_IS_Techno_TS_HIGH_TEMP_gwp38,TS_HIGH_TEMP,38.39,,,,66.656926,181.816024,1.666093,1.179639,7.189548,1.492347,0.998942,8.9e-05,2.9e-05
66_IS_Techno_TS_HIGH_TEMP_gwp39,TS_HIGH_TEMP,38.89,,,,66.53685,178.115484,4.242501,3.904333,1.478141,4.269193,1.85634,0.000121,3.9e-05
67_IS_Techno_TS_HIGH_TEMP_gwp39,TS_HIGH_TEMP,39.39,,,,66.490324,177.778683,2.197024,6.389715,6.603316,5.291087,1.584122,2.7e-05,9e-06
68_IS_Techno_TS_HIGH_TEMP_gwp40,TS_HIGH_TEMP,39.89,,,,66.315212,176.986052,0.689975,3.366445,4.958206,4.364464,1.025915,7.3e-05,2.4e-05
69_IS_Techno_TS_HIGH_TEMP_gwp40,TS_HIGH_TEMP,40.39,,,,66.219105,179.597169,2.79278,3.014063,5.100762,3.166097,1.926257,9.4e-05,3.6e-05
70_IS_Techno_TS_HIGH_TEMP_gwp41,TS_HIGH_TEMP,40.89,,,,65.890592,177.047663,1.387803,1.653241,1.378849,1.656688,1.503129,6.8e-05,2.3e-05
71_IS_Techno_TS_HIGH_TEMP_gwp41,TS_HIGH_TEMP,41.39,,,,65.811603,178.024372,2.309218,10.281535,6.875407,6.475056,2.778989,7.8e-05,2.5e-05
72_IS_Techno_TS_HIGH_TEMP_gwp42,TS_HIGH_TEMP,41.89,,,,65.602218,177.548897,4.045001,4.611242,2.054725,4.21499,3.060257,9.2e-05,3.3e-05
73_IS_Techno_TS_HIGH_TEMP_gwp42,TS_HIGH_TEMP,42.39,,,,65.570672,178.328295,2.249519,7.056415,3.067787,2.595432,1.921678,0.000116,3.7e-05
74_IS_Techno_TS_HIGH_TEMP_gwp43,TS_HIGH_TEMP,42.89,,,,65.556769,177.405775,8.826541,8.172453,4.676383,3.608294,2.903764,5.9e-05,1.7e-05
75_IS_Techno_TS_HIGH_TEMP_gwp43,TS_HIGH_TEMP,43.39,,,,65.523213,176.986406,5.022095,9.464223,2.686287,2.757807,1.354423,6e-05,2e-05
76_IS_Techno_TS_HIGH_TEMP_gwp44,TS_HIGH_TEMP,43.89,,,,65.522994,183.877457,1.927994,1.569675,2.555117,1.276022,1.527183,0.000104,3.6e-05
77_IS_Techno_TS_HIGH_TEMP_gwp44,TS_HIGH_TEMP,44.39,,,,65.522771,190.439989,3.302608,1.866539,1.533667,1.59249,4.89429,4.5e-05,1.7e-05
78_IS_Techno_TS_HIGH_TEMP_gwp45,TS_HIGH_TEMP,44.89,,,,65.470976,179.859877,2.638553,4.675099,1.556206,1.081827,1.411732,8.8e-05,2.8e-05
79_IS_Techno_TS_HIGH_TEMP_gwp45,TS_HIGH_TEMP,45.39,,,,65.468821,182.688309,19.494344,8.491606,4.603616,5.087259,3.05093,9.1e-05,3.3e-05
80_IS_Techno_TS_HIGH_TEMP_gwp46,TS_HIGH_TEMP,45.89,,,,65.384386,180.203391,3.429282,6.609101,4.076379,6.990958,3.592226,4.5e-05,1.4e-05
81_IS_Techno_TS_HIGH_TEMP_gwp46,TS_HIGH_TEMP,46.39,,,,63.092399,177.446628,1.362127,3.374217,2.906984,1.092617,1.90711,5.8e-05,2.1e-05
82_IS_Techno_TS_HIGH_TEMP_gwp47,TS_HIGH_TEMP,46.89,,,,62.065415,179.574007,1.375059,1.313062,2.830835,1.297612,3.602013,2.8e-05,1e-05
83_IS_Techno_TS_HIGH_TEMP_gwp47,TS_HIGH_TEMP,47.39,,,,61.985746,177.042518,1.006266,1.744215,2.255965,1.041243,2.226014,0.000103,3.3e-05
84_IS_Techno_TS_HIGH_TEMP_gwp48,TS_HIGH_TEMP,47.89,,,,61.966026,177.156559,1.926256,0.862041,2.990423,5.31107,2.087531,8.7e-05,2.9e-05
85_IS_Techno_TS_HIGH_TEMP_gwp48,TS_HIGH_TEMP,48.39,,,,61.952669,178.260905,3.090591,2.726456,5.859745,2.557036,2.185998,5.3e-05,1.9e-05
86_IS_Techno_TS_HIGH_TEMP_gwp49,TS_HIGH_TEMP,48.89,,,,61.834567,177.008223,1.208778,1.0031,11.398218,11.882247,1.872507,7.1e-05,2.2e-05
87_IS_Techno_TS_HIGH_TEMP_gwp49,TS_HIGH_TEMP,49.39,,,,61.81399,179.037485,5.784688,2.266645,1.543933,1.104601,1.830136,5.2e-05,1.6e-05
88_IS_Techno_TS_HIGH_TEMP_gwp50,TS_HIGH_TEMP,49.89,,,,61.024483,176.995967,14.28789,5.590328,16.236201,5.391664,1.694113,7.2e-05,2e-05
89_IS_Techno_TS_HIGH_TEMP_gwp50,TS_HIGH_TEMP,50.39,,,,60.822086,176.978789,3.800059,1.130659,4.354603,1.409831,2.379188,7.1e-05,2.6e-05
90_IS_Techno_TS_HIGH_TEMP_gwp51,TS_HIGH_TEMP,50.89,,,,60.555871,191.260392,5.575361,3.978096,3.558626,1.262783,1.139283,8.3e-05,3.2e-05
91_IS_Techno_TS_HIGH_TEMP_gwp51,TS_HIGH_TEMP,51.39,,,,60.550749,188.084272,1.001996,8.656254,0.876375,0.899517,0.626375,7.9e-05,2.8e-05
92_IS_Techno_TS_HIGH_TEMP_gwp52,TS_HIGH_TEMP,51.89,,,,60.520979,178.703913,4.120109,6.81226,6.232296,1.042898,1.728634,7.9e-05,2.8e-05
93_IS_Techno_TS_HIGH_TEMP_gwp52,TS_HIGH_TEMP,52.39,,,,60.106529,178.037089,2.22699,3.597167,11.458147,4.513974,2.571959,8.1e-05,2.4e-05
94_IS_Techno_TS_HIGH_TEMP_gwp53,TS_HIGH_TEMP,52.89,,,,60.03595,181.335685,1.408069,4.595786,2.342165,1.39396,2.068996,3.9e-05,1.3e-05
95_IS_Techno_TS_HIGH_TEMP_gwp53,TS_HIGH_TEMP,53.39,,,,59.980254,178.496096,3.588864,3.909137,4.274993,4.893883,2.974806,3.1e-05,1e-05
96_IS_Techno_TS_HIGH_TEMP_gwp54,TS_HIGH_TEMP,53.89,,,,59.601149,182.185037,1.661307,0.671002,8.152105,2.336108,3.791474,5.8e-05,2.1e-05
97_IS_Techno_TS_HIGH_TEMP_gwp54,TS_HIGH_TEMP,54.39,,,,59.501786,178.009165,9.201707,6.025185,2.240195,1.21676,2.72287,6e-05,2.4e-05
98_IS_Techno_TS_HIGH_TEMP_gwp55,TS_HIGH_TEMP,54.89,,,,59.449108,178.678233,5.878257,6.624404,1.141415,5.758494,3.437424,7.9e-05,2.8e-05
99_IS_Techno_TS_HIGH_TEMP_gwp55,TS_HIGH_TEMP,55.39,,,,58.820612,185.00893,1.135362,14.405356,1.644079,0.966333,0.587232,9.8e-05,3.4e-05
100_IS_Techno_TS_HIGH_TEMP_gwp56,TS_HIGH_TEMP,55.89,,,,57.605677,180.29707,4.724078,7.645812,5.808186,2.329658,3.076108,5e-05,1.7e-05
101_IS_Techno_TS_HIGH_TEMP_gwp56,TS_HIGH_TEMP,56.39,,,,55.034117,177.154436,19.986138,1.654714,2.664199,2.816984,2.162629,2.7e-05,8e-06
102_IS_Techno_TS_HIGH_TEMP_gwp57,TS_HIGH_TEMP,56.89,,,,51.956413,177.030378,8.192364,7.086718,9.923833,1.335983,1.691845,4.8e-05,1.5e-05
103_IS_Techno_TS_HIGH_TEMP_gwp57,TS_HIGH_TEMP,57.39,,,,47.139384,177.955513,2.6903,2.513444,1.111483,1.160777,2.487074,5.3e-05,1.9e-05
104_IS_Techno_TS_HIGH_TEMP_gwp58,TS_HIGH_TEMP,57.89,,,,43.205371,176.986775,0.970995,2.673174,2.03975,5.270314,1.01586,8.3e-05,2.8e-05
105_IS_Techno_TS_HIGH_TEMP_gwp58,TS_HIGH_TEMP,58.39,,,,41.621723,179.489225,2.202873,5.181002,7.857192,1.835417,4.576479,6.8e-05,2.1e-05
106_IS_Techno_TS_HIGH_TEMP_gwp59,TS_HIGH_TEMP,58.89,,,,40.75187,177.014245,1.308629,0.854844,5.208512,0.763745,1.237644,6.5e-05,2.4e-05
107_IS_Techno_TS_HIGH_TEMP_gwp59,TS_HIGH_TEMP,59.39,,,,40.654324,177.033504,64.584861,1.692643,0.798181,0.826979,4.381587,5.5e-05,1.7e-05
108_IS_Techno_TS_HIGH_TEMP_gwp60,TS_HIGH_TEMP,59.89,,,,40.41302,176.987725,17.812596,5.98272,2.663554,1.40235,1.549657,0.000114,3.8e-05
109_IS_Techno_TS_HIGH_TEMP_gwp60,TS_HIGH_TEMP,60.39,,,,39.664122,176.987615,13.266122,1.366788,1.64401,5.01945,1.660962,9.6e-05,3.1e-05
110_IS_Techno_TS_HIGH_TEMP_gwp61,TS_HIGH_TEMP,60.89,,,,39.227111,176.998352,35.727436,5.903004,1.216558,1.59096,3.305601,7.4e-05,2.6e-05
111_IS_Techno_TS_HIGH_TEMP_gwp61,TS_HIGH_TEMP,61.39,,,,38.983771,185.918473,2.628101,1.930308,4.080711,1.392547,2.294371,7.6e-05,2.9e-05
112_IS_Techno_TS_HIGH_TEMP_gwp62,TS_HIGH_TEMP,61.89,,,,38.641419,179.648781,2.304397,3.750576,0.844057,1.415016,1.58269,0.00012,4.1e-05
113_IS_Techno_TS_HIGH_TEMP_gwp62,TS_HIGH_TEMP,62.39,,,,38.513002,182.425212,1.78591,4.020523,4.254807,4.099442,2.894195,4.2e-05,1.5e-05
114_IS_Techno_TS_HIGH_TEMP_gwp63,TS_HIGH_TEMP,62.89,,,,38.017103,177.83155,3.035913,2.567625,0.326479,1.059359,0.768452,5.3e-05,1.8e-05
115_IS_Techno_TS_HIGH_TEMP_gwp63,TS_HIGH_TEMP,63.39,,,,37.740954,178.2927,1.526468,5.438446,1.621894,3.764226,2.043309,7.2e-05,2.5e-05
